,Event,Date,Result,Opponent,Magnus Color,a pawn,b pawn,c pawn,d pawn,e pawn,f pawn,g pawn,h pawn,queen-side rook,queen-side knight,queen-side bishop,queen,king,king-side bishop,king-side knight,king-side rook
2540,34th ECC Open 2018,2018.10.18,1/2-1/2,"Svidler,P",Black,2.0,3.414213562373095,2.414213562373095,5.650281539872885,9.242640687119284,9.242640687119286,6.414213562373095,7.82842712474619,16.0,37.25360200199006,21.21320343559643,12.899494936611665,18.65685424949238,5.656854249492381,2.23606797749979,3.0
2541,WCh 2018,2018.11.09,1/2-1/2,"Caruana,F",Black,7.0,2.0,3.414213562373095,1.4142135623730951,6.414213562373095,3.23606797749979,7.414213562373095,84.0,129.0,2.23606797749979,7.0710678118654755,20.242640687119284,20.48528137423857,18.38477631085024,15.652475842498529,13.414213562373096
2542,WCh 2018,2018.11.10,1/2-1/2,"Caruana,F",White,5.0,4.82842712474619,3.414213562373095,3.414213562373095,6.242640687119285,0,2.8284271247461903,1.0,10.0,2.23606797749979,4.242640687119285,5.82842712474619,4.414213562373095,2.8284271247461903,4.47213595499958,33.0
2543,WCh 2018,2018.11.12,1/2-1/2,"Caruana,F",Black,2.0,3.0,4.82842712474619,3.414213562373095,4.414213562373095,4.82842712474619,2.414213562373095,2.0,6.0,2.23606797749979,20.487475676864214,16.485281374238575,8.82842712474619,9.899494936611667,15.652475842498529,25.313708498984766
2544,WCh 2018,2018.11.13,1/2-1/2,"Caruana,F",White,3.414213562373095,2.0,3.414213562373095,3.82842712474619,2.0,1.0,1.0,1.0,2.0,2.23606797749979,7.0710678118654755,5.82842712474619,5.82842712474619,4.242640687119286,2.23606797749979,6.0
2545,WCh 2018,2018.11.15,1/2-1/2,"Caruana,F",Black,3.414213562373095,4.0,4.82842712474619,2.414213562373095,2.0,0,1.0,2.0,12.656854249492381,8.714776642118865,4.242640687119286,7.0710678118654755,11.071067811865476,2.8284271247461903,8.94427190999916,13.0
2546,WCh 2018,2018.11.16,1/2-1/2,"Caruana,F",White,3.0,2.0,2.414213562373095,2.0,2.0,3.0,4.414213562373095,4.0,9.0,11.180339887498949,15.556349186104047,1.4142135623730951,13.727922061357859,59.39696961966997,20.12461179749811,12.0
2547,WCh 2018,2018.11.18,1/2-1/2,"Caruana,F",White,1.0,1.4142135623730951,2.0,3.414213562373095,3.0,2.0,0,1.4142135623730951,3.0,2.23606797749979,8.48528137423857,7.242640687119285,11.899494936611667,7.0710678118654755,13.416407864998739,11.0
2548,WCh 2018,2018.11.19,1/2-1/2,"Caruana,F",Black,1.0,0.0,16.830621427371835,2.414213562373095,4.414213562373095,3.0,3.414213562373095,2.0,11.0,12.180339887498949,5.65685424949238,11.65685424949238,5.82842712474619,2.8284271247461903,5.47213595499958,6.82842712474619
2549,WCh 2018,2018.11.21,1/2-1/2,"Caruana,F",White,4.0,2.8284271247461903,3.414213562373095,2.0,1.0,2.0,2.414213562373095,3.0,10.0,2.23606797749979,15.556349186104047,28.556349186104047,16.313708498984763,31.112698372208094,2.23606797749979,3.0
2550,WCh 2018,2018.11.22,1/2-1/2,"Caruana,F",Black,2.0,15.0,12.358485472372255,5.414213562373095,3.0,5.0,0,1.0,8.0,8.94427190999916,12.899494936611665,28.899494936611667,13.071067811865476,5.656854249492381,4.47213595499958,14.0
2551,WCh 2018,2018.11.24,1/2-1/2,"Caruana,F",White,1.0,3.414213562373095,2.0,2.414213562373095,2.0,3.0,2.0,2.0,9.0,2.23606797749979,32.526911934581186,1.0,20.727922061357862,2.8284271247461903,13.416407864998739,5.0
2552,WCh 2018,2018.11.26,1/2-1/2,"Caruana,F",Black,3.0,0.0,12.358485472372255,1.0,3.0,2.0,1.0,2.0,4.0,13.416407864998739,14.142135623730951,1.4142135623730951,2.0,2.8284271247461903,4.47213595499958,2.0
2553,WCh Rapid TB 2018,2018.11.28,1-0,"Caruana,F",White,1.0,0.0,2.0,3.414213562373095,2.0,3.0,2.0,4.0,9.0,2.23606797749979,4.242640687119286,7.0,13.485281374238571,11.313708498984761,11.180339887498949,34.0
2554,WCh Rapid TB 2018,2018.11.28,0-1,"Caruana,F",Black,3.0,2.414213562373095,14.594553449872045,1.0,3.0,0,0,2.0,0.0,8.94427190999916,11.31370849898476,7.242640687119285,3.414213562373095,6.4787086646190755,6.8863495173726745,5.0
2555,WCh Rapid TB 2018,2018.11.28,1-0,"Caruana,F",White,2.0,2.0,5.0,2.0,3.0,3.414213562373095,3.414213562373095,1.0,4.0,8.94427190999916,5.656854249492381,28.556349186104047,5.414213562373095,4.242640687119286,6.708203932499369,5.0
2556,World Rapid 2018,2018.12.26,1-0,"Tukhaev,A",Black,61.2842712474619,3.414213562373095,12.358485472372255,2.0,53.04163056034262,1.0,2.0,3.0,36.0,4.47213595499958,60.526911934581186,37.38477631085023,15.071067811865477,61.526911934581186,2.23606797749979,5.0
2557,World Rapid 2018,2018.12.26,0-1,"Vokhidov,Shamsiddin",White,3.0,0.0,0.0,1.0,4.414213562373095,1.0,0,0,10.0,4.47213595499958,2.8284271247461903,15.727922061357857,4.0,5.65685424949238,15.652475842498529,15.0
2558,World Rapid 2018,2018.12.26,0-1,"Pogosyan,Stefan",Black,2.0,6.65685424949238,1.0,1.0,2.0,3.414213562373095,1.0,0,11.0,6.708203932499369,7.0710678118654755,9.0,2.0,9.899494936611667,13.416407864998739,2.0
2559,World Rapid 2018,2018.12.26,1-0,"Vlassov,N",White,0,4.0,4.0,4.414213562373095,2.414213562373095,0,2.0,5.414213562373095,15.0,17.88854381999832,8.485281374238571,7.242640687119285,2.8284271247461903,2.8284271247461903,4.47213595499958,24.0
2560,World Rapid 2018,2018.12.26,0-1,"Tang,Andrew",Black,2.0,1.0,4.82842712474619,3.414213562373095,3.0,5.414213562373095,0,0,5.0,8.94427190999916,2.8284271247461903,13.414213562373096,3.0,8.485281374238571,2.23606797749979,10.0
2561,World Rapid 2018,2018.12.27,1-0,"Salgado Lopez,I",White,2.414213562373095,2.0,3.414213562373095,1.0,4.414213562373095,0,3.414213562373095,1.0,13.0,4.47213595499958,4.242640687119286,4.82842712474619,3.414213562373095,5.65685424949238,4.47213595499958,12.0
2562,World Rapid 2018,2018.12.27,1-0,"Zubov,A UKR",Black,10.656854249492381,13.416407864998739,2.414213562373095,10.485281374238571,2.0,3.82842712474619,13.0,2.0,24.0,24.596747752497688,32.526911934581186,13.313708498984761,14.899494936611667,9.899494936611665,6.708203932499369,45.0
2563,World Rapid 2018,2018.12.27,1-0,"Petrov,N",White,1.4142135623730951,1.0,3.414213562373095,5.242640687119285,3.0,5.0,2.0,3.414213562373095,7.0,2.23606797749979,5.656854249492381,7.0,24.384776310850242,11.313708498984761,15.652475842498529,23.0
2564,World Rapid 2018,2018.12.27,0-1,"Melkumyan,H",Black,2.414213562373095,8.82842712474619,2.0,2.0,15.414213562373096,1.0,2.0,3.0,28.0,2.23606797749979,18.071067811865476,8.414213562373096,16.313708498984763,2.8284271247461903,8.94427190999916,14.0
2565,World Rapid 2018,2018.12.27,1-0,"Amonatov,F",White,3.0,2.0,4.414213562373095,3.414213562373095,3.0,2.0,0,1.0,2.0,11.180339887498949,16.970562748477143,7.242640687119285,2.0,11.313708498984761,4.47213595499958,4.0
2566,World Rapid 2018,2018.12.28,1/2-1/2,"Dubov,Daniil",Black,0,1.0,2.414213562373095,2.0,1.0,4.82842712474619,0,2.0,2.0,6.708203932499369,4.242640687119286,1.0,3.414213562373095,5.656854249492381,8.122417494872465,3.0
2567,World Rapid 2018,2018.12.28,1/2-1/2,"Anand,V",White,3.0,1.4142135623730951,3.0,2.0,2.0,2.414213562373095,3.0,3.414213562373095,1.0,2.23606797749979,9.899494936611667,6.414213562373095,8.82842712474619,14.142135623730951,6.708203932499369,21.0
2568,World Rapid 2018,2018.12.28,0-1,"Oparin,G",Black,7.0710678118654755,0.0,15.899494936611667,2.0,3.414213562373095,2.0,2.0,1.0,10.0,4.47213595499958,22.627416997969522,14.071067811865476,6.242640687119285,5.65685424949238,10.358485472372255,9.0
2569,World Rapid 2018,2018.12.28,1-0,"Andreikin,D",White,5.0,2.0,1.0,3.414213562373095,4.414213562373095,2.0,2.414213562373095,2.0,10.0,6.708203932499369,4.242640687119286,9.82842712474619,15.727922061357859,15.556349186104047,24.596747752497688,11.0
2570,World Rapid 2018,2018.12.28,1/2-1/2,"Nakamura,Hi",Black,3.414213562373095,10.82842712474619,2.0,6.242640687119285,3.23606797749979,10.414213562373096,2.414213562373095,5.0,6.0,15.652475842498529,4.242640687119286,11.0,16.071067811865476,1.4142135623730951,24.70820393249937,38.0
2571,World Blitz 2018,2018.12.29,1-0,"Popov,Iv RUS",White,4.0,2.414213562373095,3.0,1.4142135623730951,4.414213562373095,2.0,4.82842712474619,3.0,16.0,2.23606797749979,32.52691193458119,11.0,27.384776310850242,8.485281374238571,2.23606797749979,12.0
2572,World Blitz 2018,2018.12.29,1/2-1/2,"Grigoriants,S RUS",Black,1.0,8.70820393249937,10.82842712474619,16.830621427371835,12.180339887498949,4.82842712474619,13.485281374238571,5.414213562373095,3.0,25.659048552118026,28.609893171736676,9.242640687119286,23.313708498984763,2.8284271247461903,20.895116529617816,6.0
2573,World Blitz 2018,2018.12.29,1-0,"Teterev,V",White,2.0,0.0,3.414213562373095,2.0,3.414213562373095,2.0,5.0,4.414213562373095,9.0,17.88854381999832,11.31370849898476,20.899494936611667,13.071067811865477,12.727922061357857,20.12461179749811,3.0
2574,World Blitz 2018,2018.12.29,0-1,"Bosiocic,Mari",Black,0,1.0,2.0,1.4142135623730951,2.0,3.414213562373095,2.0,1.0,4.0,2.23606797749979,2.8284271247461903,3.0,2.0,1.4142135623730951,13.416407864998739,0.0
2575,World Blitz 2018,2018.12.29,1/2-1/2,"Shirov,A",White,2.0,2.414213562373095,2.0,3.414213562373095,3.414213562373095,1.4142135623730951,2.414213562373095,2.0,4.0,6.708203932499369,4.242640687119286,2.8284271247461903,10.071067811865476,25.455844122715718,6.708203932499369,10.0
2576,World Blitz 2018,2018.12.29,1/2-1/2,"Zhigalko,S",Black,25.31370849898476,2.0,9.242640687119286,1.0,8.0,1.0,0,2.0,5.0,2.23606797749979,11.313708498984763,40.97056274847714,3.414213562373095,7.0710678118654755,12.358485472372255,26.0
2577,World Blitz 2018,2018.12.29,1-0,"Duda,J",White,2.0,1.0,3.414213562373095,1.0,3.0,2.414213562373095,1.0,3.0,5.0,6.708203932499369,4.242640687119286,4.82842712474619,3.0,1.4142135623730951,13.416407864998739,5.0
2578,World Blitz 2018,2018.12.29,1-0,"Firouzja,Alireza",White,0,2.0,3.0,3.414213562373095,2.414213562373095,0,1.0,0,3.0,6.708203932499369,7.0710678118654755,17.97056274847714,2.0,1.4142135623730951,17.88854381999832,4.0
2579,World Blitz 2018,2018.12.29,1/2-1/2,"Andreikin,D",Black,5.0,2.8284271247461903,4.82842712474619,2.414213562373095,2.0,3.0,18.414213562373096,5.82842712474619,31.0,13.180339887498949,28.242640687119284,39.82842712474619,31.55634918610405,4.242640687119286,2.23606797749979,6.0
2580,World Blitz 2018,2018.12.29,1-0,"Svidler,P",White,3.414213562373095,1.0,3.414213562373095,2.0,3.414213562373095,3.0,1.0,2.0,7.0,4.47213595499958,2.8284271247461903,10.48528137423857,4.414213562373095,4.242640687119286,4.47213595499958,11.0
2581,World Blitz 2018,2018.12.29,0-1,"Aronian,L",Black,24.360679774997898,3.0,5.414213562373095,4.414213562373095,2.0,3.82842712474619,34.71916524737016,5.0,55.0,11.358485472372255,2.8284271247461903,5.0,29.798989873223338,22.627416997969526,8.94427190999916,8.0
2582,World Blitz 2018,2018.12.29,1/2-1/2,"Artemiev,V",Black,5.0,3.414213562373095,6.414213562373095,4.82842712474619,3.0,2.0,8.30056307974577,2.0,6.0,6.708203932499369,22.627416997969526,20.242640687119284,15.242640687119286,1.4142135623730951,17.88854381999832,3.0
2583,World Blitz 2018,2018.12.30,1-0,"Giri,A",White,3.0,1.4142135623730951,3.0,4.82842712474619,2.0,0,0,0,5.0,2.23606797749979,11.31370849898476,6.82842712474619,2.0,2.8284271247461903,4.47213595499958,2.0
2584,World Blitz 2018,2018.12.30,0-1,Wang Hao,Black,6.47213595499958,9.94427190999916,2.0,5.8863495173726745,3.0,2.0,3.414213562373095,1.0,18.0,2.23606797749979,14.142135623730953,5.242640687119286,2.0,7.0710678118654755,17.88854381999832,7.0
2585,World Blitz 2018,2018.12.30,1-0,"Tsydypov,Z",White,0,2.414213562373095,4.414213562373095,1.0,3.414213562373095,2.0,0,3.0,6.0,2.23606797749979,8.48528137423857,8.65685424949238,2.0,7.0710678118654755,13.416407864998739,12.0
2586,World Blitz 2018,2018.12.30,0-1,"Golubov,Saveliy",Black,2.0,4.414213562373095,2.0,5.650281539872885,13.727922061357855,13.31370849898476,0,1.0,14.0,33.54101966249685,9.071067811865476,7.242640687119286,11.485281374238571,2.8284271247461903,2.23606797749979,4.0
2587,World Blitz 2018,2018.12.30,1/2-1/2,"Nakamura,Hi",White,1.0,0.0,2.0,2.0,1.0,0,0,0,9.0,6.708203932499369,4.242640687119285,7.0710678118654755,2.0,7.0710678118654755,13.416407864998739,2.0
2588,World Blitz 2018,2018.12.30,1/2-1/2,"Gelfand,B",White,1.0,1.0,3.414213562373095,2.0,2.0,0,0,1.0,15.0,8.94427190999916,7.0710678118654755,3.8284271247461903,2.0,4.242640687119286,6.708203932499369,2.0
2589,World Blitz 2018,2018.12.30,0-1,"Mamedyarov,S",Black,2.0,5.0,2.0,13.313708498984763,2.0,3.0,6.82842712474619,4.414213562373095,3.0,6.708203932499369,12.727922061357857,10.071067811865476,19.313708498984763,7.0710678118654755,2.23606797749979,4.0
2590,World Blitz 2018,2018.12.30,1/2-1/2,"Nepomniachtchi,I",Black,2.0,3.0,10.122417494872465,1.0,2.0,0,0,0,0.0,2.23606797749979,0.0,0.0,0.0,2.8284271247461903,2.23606797749979,0.0
2591,World Blitz 2018,2018.12.30,1-0,"Korobov,A",White,0,0.0,1.0,2.0,3.414213562373095,2.0,0,1.4142135623730951,4.0,8.94427190999916,8.485281374238571,1.4142135623730951,2.0,4.242640687119286,8.94427190999916,0.0
2592,81st Tata Steel GpA,2019.01.12,1/2-1/2,Ding Liren,Black,0,3.0,2.0,2.0,1.0,4.82842712474619,0,0,4.242640687119286,11.180339887498949,11.899494936611665,27.041630560342618,2.0,2.8284271247461903,2.23606797749979,7.0
2593,81st Tata Steel GpA,2019.01.13,1/2-1/2,"Nepomniachtchi,I",White,4.82842712474619,0.0,3.414213562373095,3.0,3.414213562373095,1.0,0,1.4142135623730951,8.0,4.47213595499958,9.899494936611665,3.0,4.82842712474619,8.485281374238571,4.47213595499958,3.0
2594,81st Tata Steel GpA,2019.01.14,1/2-1/2,"Vidit,S",Black,139.0,4.414213562373095,2.0,6.8863495173726745,3.0,2.0,2.414213562373095,2.0,192.0,6.708203932499369,9.071067811865476,0.0,43.52691193458118,6.65685424949238,6.708203932499369,163.0
2595,81st Tata Steel GpA,2019.01.15,1/2-1/2,"Kramnik,V",White,5.414213562373095,2.0,4.0,2.414213562373095,2.0,1.0,2.414213562373095,1.0,3.0,8.94427190999916,8.485281374238571,4.242640687119286,7.242640687119285,32.52691193458119,20.12461179749811,7.0
2596,81st Tata Steel GpA,2019.01.16,0-1,"Van Foreest,Jorden",Black,1.0,0.0,12.358485472372255,2.414213562373095,3.0,3.0,0,2.0,5.0,15.652475842498529,5.656854249492381,5.414213562373095,3.414213562373095,2.8284271247461903,6.47213595499958,8.0
2597,81st Tata Steel GpA,2019.01.18,1-0,"Mamedyarov,S",White,4.0,4.0,2.0,3.414213562373095,1.0,1.4142135623730951,0,2.414213562373095,5.0,31.304951684997057,7.0710678118654755,0.0,5.414213562373095,21.21320343559643,6.708203932499369,4.0
2598,81st Tata Steel GpA,2019.01.19,1/2-1/2,"Fedoseev,Vl3",Black,33.0,6.47213595499958,3.82842712474619,2.0,2.0,0,22.414213562373096,1.0,74.0,6.708203932499369,1.4142135623730951,2.0,19.313708498984766,4.242640687119286,49.41640786499874,39.0
2599,81st Tata Steel GpA,2019.01.20,1-0,"Rapport,R",White,0,1.0,2.0,2.0,3.0,2.0,4.82842712474619,0,15.0,13.416407864998739,12.727922061357855,12.485281374238571,3.0,1.4142135623730951,6.708203932499369,3.0
2600,81st Tata Steel GpA,2019.01.22,1/2-1/2,"Shankland,S",Black,2.0,1.0,2.0,2.0,2.414213562373095,0,2.0,2.414213562373095,3.0,15.652475842498529,7.0710678118654755,11.071067811865476,7.242640687119285,2.8284271247461903,8.94427190999916,14.23606797749979
2601,81st Tata Steel GpA,2019.01.23,1-0,"Anand,V",White,3.0,2.0,1.0,2.0,4.414213562373095,3.0,4.414213562373095,3.0,11.0,58.1377674149945,5.656854249492381,1.0,18.72792206135786,9.899494936611665,6.708203932499369,23.0
2602,81st Tata Steel GpA,2019.01.25,1/2-1/2,"Radjabov,T",Black,2.0,2.0,14.594553449872045,1.0,2.0,0,0,1.0,1.0,6.708203932499369,2.8284271247461903,7.242640687119285,3.0,4.242640687119286,2.23606797749979,2.0
2603,81st Tata Steel GpA,2019.01.26,1-0,"Duda,J",White,3.0,0.0,2.0,2.0,2.0,0,1.0,3.0,7.0,20.12461179749811,7.0710678118654755,21.727922061357855,18.72792206135786,21.213203435596427,6.708203932499369,52.0
2604,81st Tata Steel GpA,2019.01.27,1/2-1/2,"Giri,A",Black,11.071067811865476,3.414213562373095,12.358485472372255,2.414213562373095,2.0,2.0,1.0,0,1.0,4.47213595499958,17.727922061357855,4.0,3.0,11.313708498984761,2.23606797749979,16.0
2605,Vugar Gashimov Mem 2019,2019.03.31,1/2-1/2,"Radjabov,T",Black,2.0,3.0,3.414213562373095,4.414213562373095,2.0,2.0,0,1.0,4.0,7.47213595499958,25.38477631085024,14.65685424949238,3.0,2.8284271247461903,6.708203932499369,22.0
2606,Vugar Gashimov Mem 2019,2019.04.01,1-0,"Anand,V",White,5.0,4.82842712474619,3.414213562373095,3.414213562373095,1.0,1.0,1.0,2.0,5.0,2.23606797749979,7.0710678118654755,6.656854249492381,6.242640687119285,5.65685424949238,4.47213595499958,18.0
2607,Vugar Gashimov Mem 2019,2019.04.02,0-1,"Navara,D",Black,4.0,7.0,10.122417494872465,19.0,3.414213562373095,3.0,29.414213562373096,5.0,28.82842712474619,11.180339887498949,21.21320343559643,36.48528137423857,12.485281374238571,2.414213562373095,5.8863495173726745,23.0
2608,Vugar Gashimov Mem 2019,2019.04.03,1/2-1/2,"Topalov,V",Black,6.0,10.414213562373096,3.414213562373095,2.0,3.414213562373095,0,1.0,2.0,22.0,2.23606797749979,11.071067811865476,7.0,3.0,10.071067811865476,2.23606797749979,18.0
2609,Vugar Gashimov Mem 2019,2019.04.04,1/2-1/2,"Mamedyarov,S",White,1.4142135623730951,1.0,3.414213562373095,3.414213562373095,1.0,0,1.0,1.4142135623730951,7.0,8.94427190999916,4.242640687119286,12.82842712474619,3.0,4.242640687119286,6.708203932499369,18.0
2610,Vugar Gashimov Mem 2019,2019.04.06,1/2-1/2,Ding Liren,Black,0,12.313708498984761,2.414213562373095,2.0,2.0,0,1.0,2.0,24.0,2.23606797749979,15.727922061357857,21.242640687119284,5.82842712474619,5.656854249492381,6.708203932499369,15.0
2611,Vugar Gashimov Mem 2019,2019.04.07,1-0,"Giri,A",White,1.0,0.0,3.414213562373095,3.0,1.0,2.0,4.82842712474619,2.0,15.0,4.47213595499958,7.0710678118654755,14.48528137423857,3.0,9.899494936611665,2.23606797749979,5.0
2612,Vugar Gashimov Mem 2019,2019.04.08,0-1,"Karjakin,Sergey",Black,1.0,3.0,14.594553449872045,3.414213562373095,7.47213595499958,0,0,9.071067811865476,8.0,11.180339887498949,15.556349186104047,17.142135623730955,2.0,2.8284271247461903,4.47213595499958,3.0
2613,Vugar Gashimov Mem 2019,2019.04.09,1-0,"Grischuk,A",White,3.0,0.0,1.0,3.414213562373095,2.0,2.0,2.414213562373095,3.0,12.0,4.47213595499958,14.142135623730951,7.0,4.414213562373095,21.21320343559643,4.47213595499958,10.0
2614,GRENKE Chess Classic 2019,2019.04.20,0-1,"Keymer,Vincent",Black,12.656854249492381,18.414213562373096,2.0,3.414213562373095,5.0,2.0,8.071067811865476,3.0,15.0,40.24922359499621,21.727922061357855,29.213203435596427,10.65685424949238,7.0710678118654755,20.12461179749811,56.0
2615,GRENKE Chess Classic 2019,2019.04.21,0-1,"Vallejo Pons,F",Black,27.870057685088813,2.0,4.82842712474619,2.0,3.414213562373095,18.142135623730955,35.526911934581186,4.414213562373095,41.0,13.416407864998739,46.669047558312116,2.0,20.55634918610405,29.698484809834998,6.708203932499369,44.941125496954264
2616,GRENKE Chess Classic 2019,2019.04.22,1/2-1/2,"Anand,V",White,3.82842712474619,3.414213562373095,3.414213562373095,1.4142135623730951,2.0,4.0,3.0,3.414213562373095,14.0,2.23606797749979,11.313708498984761,50.828427124746185,11.071067811865476,9.899494936611665,20.12461179749811,6.0
2617,GRENKE Chess Classic 2019,2019.04.23,1/2-1/2,"Caruana,F",Black,0,27.0,5.650281539872885,29.0,3.414213562373095,4.242640687119286,1.0,3.414213562373095,45.0,44.72135954999578,12.313708498984761,24.798989873223334,13.071067811865477,5.242640687119286,6.47213595499958,14.0
2618,GRENKE Chess Classic 2019,2019.04.24,1/2-1/2,"Naiditsch,A",White,3.0,3.414213562373095,3.414213562373095,1.0,3.414213562373095,2.0,2.0,3.414213562373095,11.0,4.47213595499958,12.727922061357855,6.82842712474619,12.485281374238571,5.656854249492381,4.47213595499958,38.0
2619,GRENKE Chess Classic 2019,2019.04.26,0-1,"Meier,Geo",Black,8.70820393249937,21.302757382371414,2.0,3.0,5.414213562373095,0,1.0,2.0,4.0,22.360679774997898,12.957417329238151,25.242640687119284,3.0,22.627416997969526,6.708203932499369,42.89949493661166
2620,GRENKE Chess Classic 2019,2019.04.27,1-0,"Aronian,L",White,2.0,2.414213562373095,2.0,2.0,3.414213562373095,2.414213562373095,0,1.0,11.0,2.23606797749979,14.142135623730951,14.82842712474619,2.0,5.65685424949238,13.416407864998739,13.0
2621,GRENKE Chess Classic 2019,2019.04.28,0-1,"Svidler,P",Black,1.4142135623730951,1.0,2.0,11.48528137423857,5.82842712474619,2.0,5.414213562373095,0,5.0,8.94427190999916,4.242640687119285,4.82842712474619,3.0,11.899494936611667,6.708203932499369,6.0
2622,GRENKE Chess Classic 2019,2019.04.29,1-0,"Vachier Lagrave,M",White,3.0,1.0,3.414213562373095,1.0,3.82842712474619,0,3.414213562373095,1.0,10.0,11.180339887498949,8.485281374238571,20.485281374238568,4.414213562373095,5.65685424949238,2.23606797749979,12.0
2623,Cote d'Ivoire Rapid 2019,2019.05.08,1-0,"So,W",White,0,2.8284271247461903,3.414213562373095,2.0,2.0,3.414213562373095,0,2.0,10.0,2.23606797749979,22.62741699796952,7.0,2.0,11.313708498984761,4.47213595499958,23.0
2624,Cote d'Ivoire Rapid 2019,2019.05.08,0-1,"Nepomniachtchi,I",Black,4.414213562373095,2.0,19.066689404871624,2.0,5.0,8.82842712474619,1.0,4.414213562373095,16.0,14.594553449872045,22.384776310850242,13.656854249492381,3.0,4.242640687119286,4.47213595499958,3.0
2625,Cote d'Ivoire Rapid 2019,2019.05.08,1/2-1/2,"Nakamura,Hi",White,1.0,1.4142135623730951,3.0,0.0,5.82842712474619,1.0,0,0,5.0,2.23606797749979,2.8284271247461903,7.242640687119286,4.82842712474619,7.0710678118654755,15.652475842498529,10.0
2626,Cote d'Ivoire Rapid 2019,2019.05.09,0-1,"Karjakin,Sergey",Black,0,2.414213562373095,2.0,1.0,3.0,2.0,1.0,0,4.0,11.180339887498949,4.242640687119286,13.899494936611664,2.0,7.0710678118654755,15.652475842498529,7.0
2627,Cote d'Ivoire Rapid 2019,2019.05.09,1-0,"Vachier Lagrave,M",White,1.4142135623730951,2.414213562373095,0.0,2.0,3.0,4.0,3.0,2.0,16.0,4.47213595499958,12.727922061357857,22.556349186104043,3.0,4.242640687119286,8.94427190999916,0.0
2628,Cote d'Ivoire Rapid 2019,2019.05.09,1/2-1/2,"Topalov,V",White,1.4142135623730951,1.0,0.0,2.0,3.414213562373095,2.0,0,2.8284271247461903,15.0,6.708203932499369,12.727922061357859,3.8284271247461903,2.0,12.727922061357857,6.708203932499369,14.0
2629,Cote d'Ivoire Rapid 2019,2019.05.10,0-1,"Amin,B",Black,5.414213562373095,1.0,3.414213562373095,3.6502815398728847,4.23606797749979,3.414213562373095,1.0,1.0,4.0,2.23606797749979,7.0710678118654755,7.8863495173726745,3.414213562373095,15.556349186104047,15.652475842498529,2.0
2630,Cote d'Ivoire Rapid 2019,2019.05.10,1/2-1/2,Ding Liren,White,2.414213562373095,3.8284271247461903,3.414213562373095,2.0,3.0,3.414213562373095,1.0,2.0,9.0,2.23606797749979,1.4142135623730951,5.242640687119285,9.65685424949238,19.798989873223334,17.88854381999832,5.0
2631,Cote d'Ivoire Rapid 2019,2019.05.10,0-1,Wei Yi,Black,1.0,3.0,4.414213562373095,2.0,3.414213562373095,1.0,1.0,8.65685424949238,24.0,6.708203932499369,5.65685424949238,61.42640687119285,8.65685424949238,4.242640687119286,8.94427190999916,23.89949493661167
2632,Cote d'Ivoire Blitz 2019,2019.05.11,1/2-1/2,"Amin,B",Black,2.0,3.0,2.0,1.4142135623730951,2.0,3.0,4.414213562373095,3.0,5.0,2.23606797749979,5.656854249492381,7.82842712474619,19.485281374238575,21.21320343559643,11.180339887498949,4.0
2633,Cote d'Ivoire Blitz 2019,2019.05.11,0-1,"Vachier Lagrave,M",White,4.0,1.4142135623730951,0.0,2.0,3.414213562373095,2.414213562373095,0,0,4.0,2.23606797749979,7.0710678118654755,14.071067811865476,7.82842712474619,5.65685424949238,26.832815729997478,4.0
2634,Cote d'Ivoire Blitz 2019,2019.05.11,1/2-1/2,Ding Liren,Black,2.23606797749979,1.0,52.213203435596434,4.82842712474619,17.242640687119284,0,2.0,2.414213562373095,3.0,4.47213595499958,0.0,38.35533905932738,10.071067811865476,14.142135623730953,2.23606797749979,20.0
2635,Cote d'Ivoire Blitz 2019,2019.05.11,1-0,"Topalov,V",White,4.0,5.82842712474619,3.414213562373095,2.0,2.414213562373095,0,1.0,0,7.0,6.708203932499369,0.0,4.414213562373095,2.0,4.242640687119286,2.23606797749979,2.0
2636,Cote d'Ivoire Blitz 2019,2019.05.11,0-1,"Karjakin,Sergey",Black,13.071067811865476,2.0,6.414213562373095,1.0,1.0,15.485281374238571,3.414213562373095,2.0,30.0,36.02848514110363,6.4787086646190755,22.142135623730955,12.656854249492381,19.798989873223334,11.180339887498949,31.313708498984763
2637,Cote d'Ivoire Blitz 2019,2019.05.11,1/2-1/2,"Nepomniachtchi,I",White,4.0,1.4142135623730951,2.0,4.82842712474619,2.0,1.0,2.414213562373095,2.0,13.0,2.23606797749979,22.62741699796952,10.65685424949238,14.485281374238571,5.656854249492381,4.47213595499958,19.0
2638,Cote d'Ivoire Blitz 2019,2019.05.11,1/2-1/2,"So,W",Black,11.899494936611664,2.0,14.594553449872045,1.0,2.0,4.414213562373095,1.0,2.0,9.82842712474619,20.12461179749811,4.242640687119286,7.414213562373095,3.414213562373095,2.8284271247461903,4.47213595499958,3.0
2639,Cote d'Ivoire Blitz 2019,2019.05.11,1/2-1/2,Wei Yi,Black,1.0,2.0,3.414213562373095,1.0,1.0,2.0,1.0,0,19.0,20.536631057245557,8.485281374238571,26.72792206135786,5.0,5.242640687119286,8.94427190999916,12.0
2640,Cote d'Ivoire Blitz 2019,2019.05.11,1/2-1/2,"Nakamura,Hi",White,3.0,1.0,3.414213562373095,2.0,3.414213562373095,2.0,0,0,10.0,26.832815729997478,8.485281374238571,4.82842712474619,6.242640687119285,4.242640687119286,6.708203932499369,10.0
