Disease,County,Year,Sex,Cases,Population,Rate,Lower 95% CI,Upper 95% CI,Annotation Code
Gonorrhea,Del Norte,2012,Female,0,12499,0,0,29.5,#
Gonorrhea,Del Norte,2012,Male,0,15516,0,0,23.8,#
Gonorrhea,Del Norte,2012,Total,0,28015,0,0,13.2,#
Gonorrhea,Del Norte,2013,Female,0,12448,0,0,29.6,#
Gonorrhea,Del Norte,2013,Male,0,15151,0,0,24.3,#
Gonorrhea,Del Norte,2013,Total,0,27599,0,0,13.4,#
Gonorrhea,Del Norte,2014,Female,,12314,,,,s
Gonorrhea,Del Norte,2014,Male,,14936,,,,s
Gonorrhea,Del Norte,2014,Total,16,27250,58.7,33.6,95.3,
Gonorrhea,Del Norte,2015,Female,18,12291,146.4,86.8,231.4,
Gonorrhea,Del Norte,2015,Male,15,14834,101.1,56.6,166.7,
Gonorrhea,Del Norte,2015,Total,34,27125,125.3,86.8,175.1,
Gonorrhea,Del Norte,2016,Female,18,12473,144.3,85.6,228,
Gonorrhea,Del Norte,2016,Male,17,14519,117.1,68.2,187.4,
Gonorrhea,Del Norte,2016,Total,38,26992,140.8,99.6,193.2,
Gonorrhea,Del Norte,2017,Female,40,12391,322.8,230.7,439.3,
Gonorrhea,Del Norte,2017,Male,27,14420,187.2,123.4,272.3,
Gonorrhea,Del Norte,2017,Total,67,26811,249.9,193.7,317.3,
Gonorrhea,Del Norte,2018,Female,36,12608,285.5,200.1,395.1,
Gonorrhea,Del Norte,2018,Male,28,14667,190.9,126.9,275.8,
Gonorrhea,Del Norte,2018,Total,64,27275,234.6,180.8,299.5,
Gonorrhea,El Dorado,2001,Female,5,80988,6.2,2,14.4,*
Gonorrhea,El Dorado,2001,Male,5,80892,6.2,2,14.4,*
Gonorrhea,El Dorado,2001,Total,10,161880,6.2,3,11.4,*
Gonorrhea,El Dorado,2002,Female,8,82411,9.7,4.2,19.1,*
Gonorrhea,El Dorado,2002,Male,5,82314,6.1,2,14.2,*
Gonorrhea,El Dorado,2002,Total,13,164725,7.9,4.2,13.5,
Gonorrhea,El Dorado,2003,Female,8,83875,9.5,4.1,18.8,*
Gonorrhea,El Dorado,2003,Male,11,83795,13.1,6.6,23.5,*
Gonorrhea,El Dorado,2003,Total,19,167670,11.3,6.8,17.7,
Gonorrhea,El Dorado,2004,Female,6,85200,7,2.6,15.3,*
Gonorrhea,El Dorado,2004,Male,8,85104,9.4,4.1,18.5,*
Gonorrhea,El Dorado,2004,Total,17,170304,10,5.8,16,
Gonorrhea,El Dorado,2005,Female,11,86647,12.7,6.3,22.7,*
Gonorrhea,El Dorado,2005,Male,14,86534,16.2,8.8,27.1,
Gonorrhea,El Dorado,2005,Total,26,173181,15,9.8,22,
Gonorrhea,El Dorado,2006,Female,8,87654,9.1,3.9,18,*
Gonorrhea,El Dorado,2006,Male,8,87604,9.1,3.9,18,*
Gonorrhea,El Dorado,2006,Total,17,175258,9.7,5.7,15.5,
Gonorrhea,El Dorado,2007,Female,15,88622,16.9,9.5,27.9,
Gonorrhea,El Dorado,2007,Male,14,88573,15.8,8.6,26.5,
Gonorrhea,El Dorado,2007,Total,29,177195,16.4,11,23.5,
Gonorrhea,El Dorado,2008,Female,6,89339,6.7,2.5,14.6,*
Gonorrhea,El Dorado,2008,Male,8,89260,9,3.9,17.7,*
Gonorrhea,El Dorado,2008,Total,14,178599,7.8,4.3,13.2,
Gonorrhea,El Dorado,2009,Female,10,89876,11.1,5.3,20.5,*
Gonorrhea,El Dorado,2009,Male,9,89825,10,4.6,19,*
Gonorrhea,El Dorado,2009,Total,19,179701,10.6,6.4,16.5,
Gonorrhea,El Dorado,2010,Female,7,90437,7.7,3.1,15.9,*
Gonorrhea,El Dorado,2010,Male,9,90577,9.9,4.5,18.9,*
Gonorrhea,El Dorado,2010,Total,16,181014,8.8,5.1,14.4,
Gonorrhea,El Dorado,2011,Female,8,90392,8.9,3.8,17.4,*
Gonorrhea,El Dorado,2011,Male,5,90580,5.5,1.8,12.9,*
Gonorrhea,El Dorado,2011,Total,14,180972,7.7,4.2,13,
Gonorrhea,El Dorado,2012,Female,10,90418,11.1,5.3,20.3,*
Gonorrhea,El Dorado,2012,Male,11,90827,12.1,6,21.7,*
Gonorrhea,El Dorado,2012,Total,21,181245,11.6,7.2,17.7,
Gonorrhea,El Dorado,2013,Female,10,91092,11,5.3,20.2,*
Gonorrhea,El Dorado,2013,Male,28,91616,30.6,20.3,44.2,
Gonorrhea,El Dorado,2013,Total,38,182708,20.8,14.7,28.5,
Gonorrhea,El Dorado,2014,Female,21,91078,23.1,14.3,35.2,
Gonorrhea,El Dorado,2014,Male,30,91670,32.7,22.1,46.7,
Gonorrhea,El Dorado,2014,Total,51,182748,27.9,20.8,36.7,
Gonorrhea,El Dorado,2015,Female,35,91357,38.3,26.7,53.3,
Gonorrhea,El Dorado,2015,Male,44,92001,47.8,34.8,64.2,
Gonorrhea,El Dorado,2015,Total,79,183358,43.1,34.1,53.7,
Gonorrhea,El Dorado,2016,Female,43,91777,46.9,33.9,63.1,
Gonorrhea,El Dorado,2016,Male,51,92558,55.1,41,72.4,
Gonorrhea,El Dorado,2016,Total,94,184335,51,41.2,62.4,
Gonorrhea,El Dorado,2017,Female,47,92825,50.6,37.2,67.3,
Gonorrhea,El Dorado,2017,Male,57,93731,60.8,46.1,78.8,
Gonorrhea,El Dorado,2017,Total,105,186556,56.3,46,68.1,
Gonorrhea,El Dorado,2018,Female,41,94004,43.6,31.3,59.2,
Gonorrhea,El Dorado,2018,Male,53,94989,55.8,41.8,73,
Gonorrhea,El Dorado,2018,Total,94,188993,49.7,40.2,60.9,
Gonorrhea,Fresno,2001,Female,446,407172,109.5,99.6,120.2,
Gonorrhea,Fresno,2001,Male,337,407831,82.6,74,91.9,
Gonorrhea,Fresno,2001,Total,783,815003,96.1,89.5,103,
Gonorrhea,Fresno,2002,Female,637,414207,153.8,142.1,166.2,
Gonorrhea,Fresno,2002,Male,424,414430,102.3,92.8,112.5,
Gonorrhea,Fresno,2002,Total,1079,828637,130.2,122.6,138.2,
Gonorrhea,Fresno,2003,Female,667,423018,157.7,145.9,170.1,
Gonorrhea,Fresno,2003,Male,458,422899,108.3,98.6,118.7,
Gonorrhea,Fresno,2003,Total,1130,845917,133.6,125.9,141.6,
Gonorrhea,Fresno,2004,Female,675,430198,156.9,145.3,169.2,
Gonorrhea,Fresno,2004,Male,458,430028,106.5,97,116.7,
Gonorrhea,Fresno,2004,Total,1137,860226,132.2,124.6,140.1,
Gonorrhea,Fresno,2005,Female,705,436052,161.7,150,174.1,
Gonorrhea,Fresno,2005,Male,604,435858,138.6,127.8,150.1,
Gonorrhea,Fresno,2005,Total,1312,871910,150.5,142.4,158.8,
Gonorrhea,Fresno,2006,Female,802,443403,180.9,168.6,193.8,
Gonorrhea,Fresno,2006,Male,664,442973,149.9,138.7,161.7,
Gonorrhea,Fresno,2006,Total,1469,886376,165.7,157.4,174.4,
Gonorrhea,Fresno,2007,Female,583,450080,129.5,119.2,140.5,
Gonorrhea,Fresno,2007,Male,497,449746,110.5,101,120.7,
Gonorrhea,Fresno,2007,Total,1083,899826,120.4,113.3,127.7,
Gonorrhea,Fresno,2008,Female,390,456755,85.4,77.1,94.3,
Gonorrhea,Fresno,2008,Male,267,456484,58.5,51.7,65.9,
Gonorrhea,Fresno,2008,Total,658,913239,72.1,66.7,77.8,
Gonorrhea,Fresno,2009,Female,381,461947,82.5,74.4,91.2,
Gonorrhea,Fresno,2009,Male,340,461948,73.6,66,81.9,
Gonorrhea,Fresno,2009,Total,721,923895,78,72.4,83.9,
Gonorrhea,Fresno,2010,Female,434,466736,93,84.4,102.2,
Gonorrhea,Fresno,2010,Male,361,465772,77.5,69.7,85.9,
Gonorrhea,Fresno,2010,Total,798,932508,85.6,79.7,91.7,
Gonorrhea,Fresno,2011,Female,676,471629,143.3,132.7,154.5,
Gonorrhea,Fresno,2011,Male,508,470350,108,98.8,117.8,
Gonorrhea,Fresno,2011,Total,1190,941979,126.3,119.3,133.7,
Gonorrhea,Fresno,2012,Female,866,475756,182,170.1,194.6,
Gonorrhea,Fresno,2012,Male,634,474724,133.6,123.4,144.4,
Gonorrhea,Fresno,2012,Total,1502,950480,158,150.1,166.2,
Gonorrhea,Fresno,2013,Female,989,480441,205.9,193.2,219.1,
Gonorrhea,Fresno,2013,Male,753,479987,156.9,145.9,168.5,
Gonorrhea,Fresno,2013,Total,1742,960428,181.4,173,190.1,
Gonorrhea,Fresno,2014,Female,831,485035,171.3,159.9,183.4,
Gonorrhea,Fresno,2014,Male,676,484653,139.5,129.2,150.4,
Gonorrhea,Fresno,2014,Total,1508,969688,155.5,147.8,163.6,
Gonorrhea,Fresno,2015,Female,900,490514,183.5,171.7,195.9,
Gonorrhea,Fresno,2015,Male,848,489702,173.2,161.7,185.2,
Gonorrhea,Fresno,2015,Total,1751,980216,178.6,170.4,187.2,
Gonorrhea,Fresno,2016,Female,1027,494729,207.6,195.1,220.7,
Gonorrhea,Fresno,2016,Male,959,494256,194,182,206.7,
Gonorrhea,Fresno,2016,Total,1986,988985,200.8,192.1,209.8,
Gonorrhea,Fresno,2017,Female,1131,500034,226.2,213.2,239.7,
Gonorrhea,Fresno,2017,Male,1116,500109,223.2,210.3,236.6,
Gonorrhea,Fresno,2017,Total,2247,1000143,224.7,215.5,234.1,
Gonorrhea,Fresno,2018,Female,1140,505122,225.7,212.8,239.2,
Gonorrhea,Fresno,2018,Male,1108,505804,219.1,206.4,232.3,
Gonorrhea,Fresno,2018,Total,2250,1010926,222.6,213.5,231.9,
Gonorrhea,Glenn,2001,Female,,13154,,,,s
Gonorrhea,Glenn,2001,Male,,13457,,,,s
Gonorrhea,Glenn,2001,Total,1,26611,3.8,0.1,20.9,*
Gonorrhea,Glenn,2002,Female,,13251,,,,s
Gonorrhea,Glenn,2002,Male,,13541,,,,s
Gonorrhea,Glenn,2002,Total,1,26792,3.7,0.1,20.8,*
Gonorrhea,Glenn,2003,Female,,13448,,,,s
Gonorrhea,Glenn,2003,Male,,13708,,,,s
Gonorrhea,Glenn,2003,Total,1,27156,3.7,0.1,20.5,*
Gonorrhea,Glenn,2004,Female,,13518,,,,s
Gonorrhea,Glenn,2004,Male,,13746,,,,s
Gonorrhea,Glenn,2004,Total,3,27264,11,2.3,32.2,*
Gonorrhea,Glenn,2005,Female,,13636,,,,s
Gonorrhea,Glenn,2005,Male,,13889,,,,s
Gonorrhea,Glenn,2005,Total,6,27525,21.8,8,47.4,*
Gonorrhea,Glenn,2006,Female,,13729,,,,s
Gonorrhea,Glenn,2006,Male,,14002,,,,s
Gonorrhea,Glenn,2006,Total,4,27731,14.4,3.9,36.9,*
Gonorrhea,Glenn,2007,Female,,13871,,,,s
Gonorrhea,Glenn,2007,Male,,14142,,,,s
Gonorrhea,Glenn,2007,Total,11,28013,39.3,19.6,70.2,*
Gonorrhea,Glenn,2008,Female,,13920,,,,s
Gonorrhea,Glenn,2008,Male,,14200,,,,s
Gonorrhea,Glenn,2008,Total,1,28120,3.6,0.1,19.8,*
Gonorrhea,Glenn,2009,Female,,13906,,,,s
Gonorrhea,Glenn,2009,Male,,14150,,,,s
Gonorrhea,Glenn,2009,Total,2,28056,7.1,0.9,25.7,*
Gonorrhea,Glenn,2010,Female,,13955,,,,s
Gonorrhea,Glenn,2010,Male,,14233,,,,s
Gonorrhea,Glenn,2010,Total,7,28188,24.8,10,51.2,*
Gonorrhea,Glenn,2011,Female,,14040,,,,s
Gonorrhea,Glenn,2011,Male,,14333,,,,s
Gonorrhea,Glenn,2011,Total,7,28373,24.7,9.9,50.8,*
Gonorrhea,Glenn,2012,Female,,14099,,,,s
Gonorrhea,Glenn,2012,Male,,14417,,,,s
Gonorrhea,Glenn,2012,Total,8,28516,28.1,12.1,55.3,*
Gonorrhea,Glenn,2013,Female,,14181,,,,s
Gonorrhea,Glenn,2013,Male,,14529,,,,s
Gonorrhea,Glenn,2013,Total,5,28710,17.4,5.7,40.6,*
Gonorrhea,Glenn,2014,Female,,14245,,,,s
Gonorrhea,Glenn,2014,Male,,14612,,,,s
Gonorrhea,Glenn,2014,Total,7,28857,24.3,9.8,50,*
Gonorrhea,Glenn,2015,Female,,14308,,,,s
Gonorrhea,Glenn,2015,Male,,14657,,,,s
Gonorrhea,Glenn,2015,Total,25,28965,86.3,55.9,127.4,
Gonorrhea,Glenn,2016,Female,,14362,,,,s
Gonorrhea,Glenn,2016,Male,,14706,,,,s
Gonorrhea,Glenn,2016,Total,12,29068,41.3,21.3,72.1,
Gonorrhea,Glenn,2017,Female,,14431,,,,s
Gonorrhea,Glenn,2017,Male,,14774,,,,s
Gonorrhea,Glenn,2017,Total,20,29205,68.5,41.8,105.7,
Gonorrhea,Glenn,2018,Female,,14487,,,,s
Gonorrhea,Glenn,2018,Male,,14850,,,,s
Gonorrhea,Glenn,2018,Total,16,29337,54.5,31.2,88.6,
Gonorrhea,Humboldt,2001,Female,20,64153,31.2,19,48.1,
Gonorrhea,Humboldt,2001,Male,9,63195,14.2,6.5,27,*
Gonorrhea,Humboldt,2001,Total,29,127348,22.8,15.3,32.7,
Gonorrhea,Humboldt,2002,Female,10,64785,15.4,7.4,28.4,*
Gonorrhea,Humboldt,2002,Male,10,63970,15.6,7.5,28.7,*
Gonorrhea,Humboldt,2002,Total,20,128755,15.5,9.5,24,
Gonorrhea,Humboldt,2003,Female,21,65437,32.1,19.9,49.1,
Gonorrhea,Humboldt,2003,Male,19,64742,29.3,17.7,45.8,
Gonorrhea,Humboldt,2003,Total,40,130179,30.7,22,41.8,
Gonorrhea,Humboldt,2004,Female,33,65925,50.1,34.5,70.3,
Gonorrhea,Humboldt,2004,Male,18,65318,27.6,16.3,43.5,
Gonorrhea,Humboldt,2004,Total,51,131243,38.9,28.9,51.1,
Gonorrhea,Humboldt,2005,Female,14,66095,21.2,11.6,35.5,
Gonorrhea,Humboldt,2005,Male,12,65594,18.3,9.5,32,
Gonorrhea,Humboldt,2005,Total,26,131689,19.7,12.9,28.9,
Gonorrhea,Humboldt,2006,Female,14,66298,21.1,11.5,35.4,
Gonorrhea,Humboldt,2006,Male,7,65928,10.6,4.3,21.9,*
Gonorrhea,Humboldt,2006,Total,21,132226,15.9,9.8,24.3,
Gonorrhea,Humboldt,2007,Female,35,66424,52.7,36.7,73.3,
Gonorrhea,Humboldt,2007,Male,27,66233,40.8,26.9,59.3,
Gonorrhea,Humboldt,2007,Total,62,132657,46.7,35.8,59.9,
Gonorrhea,Humboldt,2008,Female,17,66619,25.5,14.9,40.9,
Gonorrhea,Humboldt,2008,Male,8,66582,12,5.2,23.7,*
Gonorrhea,Humboldt,2008,Total,25,133201,18.8,12.1,27.7,
Gonorrhea,Humboldt,2009,Female,8,66863,12,5.2,23.6,*
Gonorrhea,Humboldt,2009,Male,10,66903,14.9,7.2,27.5,*
Gonorrhea,Humboldt,2009,Total,18,133766,13.5,8,21.3,
Gonorrhea,Humboldt,2010,Female,16,67213,23.8,13.6,38.7,
Gonorrhea,Humboldt,2010,Male,15,67787,22.1,12.4,36.5,
Gonorrhea,Humboldt,2010,Total,31,135000,23,15.6,32.6,
Gonorrhea,Humboldt,2011,Female,21,67383,31.2,19.3,47.6,
Gonorrhea,Humboldt,2011,Male,23,68012,33.8,21.4,50.7,
Gonorrhea,Humboldt,2011,Total,44,135395,32.5,23.6,43.6,
Gonorrhea,Humboldt,2012,Female,36,67179,53.6,37.5,74.2,
Gonorrhea,Humboldt,2012,Male,29,67714,42.8,28.7,61.5,
Gonorrhea,Humboldt,2012,Total,65,134893,48.2,37.2,61.4,
Gonorrhea,Humboldt,2013,Female,102,67343,151.5,123.5,183.8,
Gonorrhea,Humboldt,2013,Male,99,67809,146,118.7,177.7,
Gonorrhea,Humboldt,2013,Total,201,135152,148.7,128.9,170.7,
Gonorrhea,Humboldt,2014,Female,65,67146,96.8,74.7,123.4,
Gonorrhea,Humboldt,2014,Male,77,67676,113.8,89.8,142.2,
Gonorrhea,Humboldt,2014,Total,142,134822,105.3,88.7,124.1,
Gonorrhea,Humboldt,2015,Female,98,67323,145.6,118.2,177.4,
Gonorrhea,Humboldt,2015,Male,141,67852,207.8,174.9,245,
Gonorrhea,Humboldt,2015,Total,239,135175,176.8,155.1,200.7,
Gonorrhea,Humboldt,2016,Female,103,67755,152,124.1,184.3,
Gonorrhea,Humboldt,2016,Male,151,68223,221.3,187.5,259.5,
Gonorrhea,Humboldt,2016,Total,254,135978,186.8,164.5,211.2,
Gonorrhea,Humboldt,2017,Female,89,67679,131.5,105.6,161.8,
Gonorrhea,Humboldt,2017,Male,136,68186,199.5,167.4,235.9,
Gonorrhea,Humboldt,2017,Total,225,135865,165.6,144.7,188.7,
Gonorrhea,Humboldt,2018,Female,104,67565,153.9,125.8,186.5,
Gonorrhea,Humboldt,2018,Male,122,68062,179.2,148.9,214,
Gonorrhea,Humboldt,2018,Total,227,135627,167.4,146.3,190.6,
Gonorrhea,Imperial,2001,Female,23,69392,33.1,21,49.7,
Gonorrhea,Imperial,2001,Male,17,75334,22.6,13.1,36.1,
Gonorrhea,Imperial,2001,Total,40,144726,27.6,19.7,37.6,
Gonorrhea,Imperial,2002,Female,36,70707,50.9,35.7,70.5,
Gonorrhea,Imperial,2002,Male,26,76478,34,22.2,49.8,
Gonorrhea,Imperial,2002,Total,63,147185,42.8,32.9,54.8,
Gonorrhea,Imperial,2003,Female,22,72618,30.3,19,45.9,
Gonorrhea,Imperial,2003,Male,15,78291,19.2,10.7,31.6,
Gonorrhea,Imperial,2003,Total,37,150909,24.5,17.3,33.8,
Gonorrhea,Imperial,2004,Female,22,74201,29.6,18.6,44.9,
Gonorrhea,Imperial,2004,Male,26,79736,32.6,21.3,47.8,
Gonorrhea,Imperial,2004,Total,48,153937,31.2,23,41.3,
Gonorrhea,Imperial,2005,Female,37,76126,48.6,34.2,67,
Gonorrhea,Imperial,2005,Male,25,81531,30.7,19.8,45.3,
Gonorrhea,Imperial,2005,Total,64,157657,40.6,31.3,51.8,
Gonorrhea,Imperial,2006,Female,21,78596,26.7,16.5,40.8,
Gonorrhea,Imperial,2006,Male,22,83936,26.2,16.4,39.7,
Gonorrhea,Imperial,2006,Total,43,162532,26.5,19.1,35.6,
Gonorrhea,Imperial,2007,Female,29,80846,35.9,24,51.5,
Gonorrhea,Imperial,2007,Male,33,86048,38.4,26.4,53.9,
Gonorrhea,Imperial,2007,Total,62,166894,37.1,28.5,47.6,
Gonorrhea,Imperial,2008,Female,31,82512,37.6,25.5,53.3,
Gonorrhea,Imperial,2008,Male,26,87592,29.7,19.4,43.5,
Gonorrhea,Imperial,2008,Total,57,170104,33.5,25.4,43.4,
Gonorrhea,Imperial,2009,Female,16,84166,19,10.9,30.9,
Gonorrhea,Imperial,2009,Male,12,89075,13.5,7,23.5,
Gonorrhea,Imperial,2009,Total,28,173241,16.2,10.7,23.4,
Gonorrhea,Imperial,2010,Female,10,85294,11.7,5.6,21.6,*
Gonorrhea,Imperial,2010,Male,15,89901,16.7,9.3,27.5,
Gonorrhea,Imperial,2010,Total,25,175195,14.3,9.2,21.1,
Gonorrhea,Imperial,2011,Female,22,86676,25.4,15.9,38.4,
Gonorrhea,Imperial,2011,Male,16,91071,17.6,10,28.5,
Gonorrhea,Imperial,2011,Total,38,177747,21.4,15.1,29.3,
Gonorrhea,Imperial,2012,Female,12,88041,13.6,7,23.8,
Gonorrhea,Imperial,2012,Male,23,91290,25.2,16,37.8,
Gonorrhea,Imperial,2012,Total,35,179331,19.5,13.6,27.1,
Gonorrhea,Imperial,2013,Female,24,89005,27,17.3,40.1,
Gonorrhea,Imperial,2013,Male,19,91392,20.8,12.5,32.5,
Gonorrhea,Imperial,2013,Total,43,180397,23.8,17.3,32.1,
Gonorrhea,Imperial,2014,Female,40,90268,44.3,31.7,60.3,
Gonorrhea,Imperial,2014,Male,44,92719,47.5,34.5,63.7,
Gonorrhea,Imperial,2014,Total,84,182987,45.9,36.6,56.8,
Gonorrhea,Imperial,2015,Female,38,91100,41.7,29.5,57.2,
Gonorrhea,Imperial,2015,Male,36,93948,38.3,26.8,53,
Gonorrhea,Imperial,2015,Total,74,185048,40,31.4,50.2,
Gonorrhea,Imperial,2016,Female,74,91841,80.6,63.3,101.1,
Gonorrhea,Imperial,2016,Male,76,94651,80.3,63.3,100.5,
Gonorrhea,Imperial,2016,Total,150,186492,80.4,68.1,94.4,
Gonorrhea,Imperial,2017,Female,98,92549,105.9,86,129,
Gonorrhea,Imperial,2017,Male,79,95394,82.8,65.6,103.2,
Gonorrhea,Imperial,2017,Total,177,187943,94.2,80.8,109.1,
Gonorrhea,Imperial,2018,Female,112,93270,120.1,98.9,144.5,
Gonorrhea,Imperial,2018,Male,84,96198,87.3,69.7,108.1,
Gonorrhea,Imperial,2018,Total,197,189468,104,90,119.5,
Gonorrhea,Inyo,2001,Female,,9239,,,,s
Gonorrhea,Inyo,2001,Male,,8968,,,,s
Gonorrhea,Inyo,2001,Total,1,18207,5.5,0.1,30.6,*
Gonorrhea,Inyo,2002,Female,,9327,,,,s
Gonorrhea,Inyo,2002,Male,,9088,,,,s
Gonorrhea,Inyo,2002,Total,1,18415,5.4,0.1,30.3,*
Gonorrhea,Inyo,2003,Female,,9356,,,,s
Gonorrhea,Inyo,2003,Male,,9151,,,,s
Gonorrhea,Inyo,2003,Total,1,18507,5.4,0.1,30.1,*
Gonorrhea,Inyo,2004,Female,,9366,,,,s
Gonorrhea,Inyo,2004,Male,,9193,,,,s
Gonorrhea,Inyo,2004,Total,4,18559,21.6,5.9,55.2,*
Gonorrhea,Inyo,2005,Female,,9309,,,,s
Gonorrhea,Inyo,2005,Male,,9154,,,,s
Gonorrhea,Inyo,2005,Total,7,18463,37.9,15.2,78.1,*
Gonorrhea,Inyo,2006,Female,,9267,,,,s
Gonorrhea,Inyo,2006,Male,,9154,,,,s
Gonorrhea,Inyo,2006,Total,1,18421,5.4,0.1,30.2,*
Gonorrhea,Inyo,2007,Female,,9261,,,,s
Gonorrhea,Inyo,2007,Male,,9186,,,,s
Gonorrhea,Inyo,2007,Total,1,18447,5.4,0.1,30.2,*
Gonorrhea,Inyo,2008,Female,,9209,,,,s
Gonorrhea,Inyo,2008,Male,,9174,,,,s
Gonorrhea,Inyo,2008,Total,1,18383,5.4,0.1,30.3,*
Gonorrhea,Inyo,2009,Female,,9205,,,,s
Gonorrhea,Inyo,2009,Male,,9243,,,,s
Gonorrhea,Inyo,2009,Total,4,18448,21.7,5.9,55.5,*
Gonorrhea,Inyo,2010,Female,,9196,,,,s
Gonorrhea,Inyo,2010,Male,,9351,,,,s
Gonorrhea,Inyo,2010,Total,3,18547,16.2,3.3,47.3,*
Gonorrhea,Inyo,2011,Female,,9183,,,,s
Gonorrhea,Inyo,2011,Male,,9376,,,,s
Gonorrhea,Inyo,2011,Total,1,18559,5.4,0.1,30,*
Gonorrhea,Inyo,2012,Female,,9197,,,,s
Gonorrhea,Inyo,2012,Male,,9387,,,,s
Gonorrhea,Inyo,2012,Total,1,18584,5.4,0.1,30,*
Gonorrhea,Inyo,2013,Female,,9196,,,,s
Gonorrhea,Inyo,2013,Male,,9395,,,,s
Gonorrhea,Inyo,2013,Total,2,18591,10.8,1.3,38.9,*
Gonorrhea,Inyo,2014,Female,,9236,,,,s
Gonorrhea,Inyo,2014,Male,,9414,,,,s
Gonorrhea,Inyo,2014,Total,8,18650,42.9,18.5,84.5,*
Gonorrhea,Inyo,2015,Female,,9226,,,,s
Gonorrhea,Inyo,2015,Male,,9409,,,,s
Gonorrhea,Inyo,2015,Total,4,18635,21.5,5.8,55,*
Gonorrhea,Inyo,2016,Female,,9225,,,,s
Gonorrhea,Inyo,2016,Male,,9403,,,,s
Gonorrhea,Inyo,2016,Total,5,18628,26.8,8.7,62.6,*
Gonorrhea,Inyo,2017,Female,,9202,,,,s
Gonorrhea,Inyo,2017,Male,,9364,,,,s
Gonorrhea,Inyo,2017,Total,8,18566,43.1,18.6,84.9,*
Gonorrhea,Inyo,2018,Female,,9165,,,,s
Gonorrhea,Inyo,2018,Male,,9361,,,,s
Gonorrhea,Inyo,2018,Total,16,18526,86.4,49.4,140.2,
Gonorrhea,Kern,2001,Female,487,330250,147.5,134.7,161.2,
Gonorrhea,Kern,2001,Male,355,349424,101.6,91.3,112.7,
Gonorrhea,Kern,2001,Total,845,679674,124.3,116.1,133,
Gonorrhea,Kern,2002,Female,444,338203,131.3,119.4,144.1,
Gonorrhea,Kern,2002,Male,356,358301,99.4,89.3,110.2,
Gonorrhea,Kern,2002,Total,801,696504,115,107.2,123.2,
Gonorrhea,Kern,2003,Female,433,348293,124.3,112.9,136.6,
Gonorrhea,Kern,2003,Male,332,369504,89.9,80.4,100,
Gonorrhea,Kern,2003,Total,769,717797,107.1,99.7,115,
Gonorrhea,Kern,2004,Female,488,358829,136,124.2,148.6,
Gonorrhea,Kern,2004,Male,470,381193,123.3,112.4,135,
Gonorrhea,Kern,2004,Total,963,740022,130.1,122,138.6,
Gonorrhea,Kern,2005,Female,677,369284,183.3,169.8,197.7,
Gonorrhea,Kern,2005,Male,570,392688,145.2,133.5,157.6,
Gonorrhea,Kern,2005,Total,1249,761972,163.9,155,173.3,
Gonorrhea,Kern,2006,Female,654,380855,171.7,158.8,185.4,
Gonorrhea,Kern,2006,Male,616,405365,152,140.2,164.4,
Gonorrhea,Kern,2006,Total,1275,786220,162.2,153.4,171.3,
Gonorrhea,Kern,2007,Female,661,390363,169.3,156.7,182.7,
Gonorrhea,Kern,2007,Male,472,415435,113.6,103.6,124.3,
Gonorrhea,Kern,2007,Total,1136,805798,141,132.9,149.4,
Gonorrhea,Kern,2008,Female,497,397224,125.1,114.4,136.6,
Gonorrhea,Kern,2008,Male,379,422667,89.7,80.9,99.2,
Gonorrhea,Kern,2008,Total,878,819891,107.1,100.1,114.4,
Gonorrhea,Kern,2009,Female,487,402699,120.9,110.4,132.2,
Gonorrhea,Kern,2009,Male,339,428435,79.1,70.9,88,
Gonorrhea,Kern,2009,Total,826,831134,99.4,92.7,106.4,
Gonorrhea,Kern,2010,Female,530,407447,130.1,119.2,141.6,
Gonorrhea,Kern,2010,Male,440,434129,101.4,92.1,111.3,
Gonorrhea,Kern,2010,Total,970,841576,115.3,108.1,122.7,
Gonorrhea,Kern,2011,Female,441,412249,107,97.2,117.4,
Gonorrhea,Kern,2011,Male,427,437368,97.6,88.6,107.3,
Gonorrhea,Kern,2011,Total,869,849617,102.3,95.6,109.3,
Gonorrhea,Kern,2012,Female,574,418067,137.3,126.3,149,
Gonorrhea,Kern,2012,Male,696,439874,158.2,146.7,170.4,
Gonorrhea,Kern,2012,Total,1271,857941,148.1,140.1,156.5,
Gonorrhea,Kern,2013,Female,677,423896,159.7,147.9,172.2,
Gonorrhea,Kern,2013,Male,887,445463,199.1,186.2,212.7,
Gonorrhea,Kern,2013,Total,1566,869359,180.1,171.3,189.3,
Gonorrhea,Kern,2014,Female,679,426382,159.2,147.5,171.7,
Gonorrhea,Kern,2014,Male,864,450344,191.9,179.3,205.1,
Gonorrhea,Kern,2014,Total,1543,876726,176,167.3,185,
Gonorrhea,Kern,2015,Female,675,430266,156.9,145.3,169.2,
Gonorrhea,Kern,2015,Male,870,453533,191.8,179.3,205,
Gonorrhea,Kern,2015,Total,1545,883799,174.8,166.2,183.7,
Gonorrhea,Kern,2016,Female,763,432856,176.3,164,189.2,
Gonorrhea,Kern,2016,Male,1040,455352,228.4,214.7,242.7,
Gonorrhea,Kern,2016,Total,1804,888208,203.1,193.8,212.7,
Gonorrhea,Kern,2017,Female,942,437639,215.2,201.7,229.4,
Gonorrhea,Kern,2017,Male,1309,460310,284.4,269.2,300.2,
