Disease,County,Year,Sex,Cases,Population,Rate,Lower 95% CI,Upper 95% CI,Annotation Code
Gonorrhea,Santa Clara,2016,Male,1347,975048,138.1,130.9,145.7,
Gonorrhea,Santa Clara,2016,Total,1948,1933775,100.7,96.3,105.3,
Gonorrhea,Santa Clara,2017,Female,735,963966,76.2,70.8,82,
Gonorrhea,Santa Clara,2017,Male,1724,981945,175.6,167.4,184.1,
Gonorrhea,Santa Clara,2017,Total,2459,1945911,126.4,121.4,131.5,
Gonorrhea,Santa Clara,2018,Female,629,968453,64.9,60,70.2,
Gonorrhea,Santa Clara,2018,Male,1553,988126,157.2,149.5,165.2,
Gonorrhea,Santa Clara,2018,Total,2184,1956579,111.6,107,116.4,
Gonorrhea,Santa Cruz,2001,Female,15,128410,11.7,6.5,19.3,
Gonorrhea,Santa Cruz,2001,Male,33,127756,25.8,17.8,36.3,
Gonorrhea,Santa Cruz,2001,Total,48,256166,18.7,13.8,24.8,
Gonorrhea,Santa Cruz,2002,Female,11,128115,8.6,4.3,15.4,*
Gonorrhea,Santa Cruz,2002,Male,22,127475,17.3,10.8,26.1,
Gonorrhea,Santa Cruz,2002,Total,33,255590,12.9,8.9,18.1,
Gonorrhea,Santa Cruz,2003,Female,35,127867,27.4,19.1,38.1,
Gonorrhea,Santa Cruz,2003,Male,30,127255,23.6,15.9,33.7,
Gonorrhea,Santa Cruz,2003,Total,65,255122,25.5,19.7,32.5,
Gonorrhea,Santa Cruz,2004,Female,29,127676,22.7,15.2,32.6,
Gonorrhea,Santa Cruz,2004,Male,47,127160,37,27.2,49.1,
Gonorrhea,Santa Cruz,2004,Total,76,254836,29.8,23.5,37.3,
Gonorrhea,Santa Cruz,2005,Female,49,127593,38.4,28.4,50.8,
Gonorrhea,Santa Cruz,2005,Male,62,127132,48.8,37.4,62.5,
Gonorrhea,Santa Cruz,2005,Total,112,254725,44,36.2,52.9,
Gonorrhea,Santa Cruz,2006,Female,26,127995,20.3,13.3,29.8,
Gonorrhea,Santa Cruz,2006,Male,39,127491,30.6,21.8,41.8,
Gonorrhea,Santa Cruz,2006,Total,67,255486,26.2,20.3,33.3,
Gonorrhea,Santa Cruz,2007,Female,36,129047,27.9,19.5,38.6,
Gonorrhea,Santa Cruz,2007,Male,50,128554,38.9,28.9,51.3,
Gonorrhea,Santa Cruz,2007,Total,87,257601,33.8,27.1,41.7,
Gonorrhea,Santa Cruz,2008,Female,29,130193,22.3,14.9,32,
Gonorrhea,Santa Cruz,2008,Male,29,129680,22.4,15,32.1,
Gonorrhea,Santa Cruz,2008,Total,61,259873,23.5,18,30.2,
Gonorrhea,Santa Cruz,2009,Female,22,131177,16.8,10.5,25.4,
Gonorrhea,Santa Cruz,2009,Male,34,130735,26,18,36.3,
Gonorrhea,Santa Cruz,2009,Total,56,261912,21.4,16.2,27.8,
Gonorrhea,Santa Cruz,2010,Female,16,131465,12.2,7,19.8,
Gonorrhea,Santa Cruz,2010,Male,29,130961,22.1,14.8,31.8,
Gonorrhea,Santa Cruz,2010,Total,47,262426,17.9,13.2,23.8,
Gonorrhea,Santa Cruz,2011,Female,38,132841,28.6,20.2,39.3,
Gonorrhea,Santa Cruz,2011,Male,43,132496,32.5,23.5,43.7,
Gonorrhea,Santa Cruz,2011,Total,81,265337,30.5,24.2,37.9,
Gonorrhea,Santa Cruz,2012,Female,47,134024,35.1,25.8,46.6,
Gonorrhea,Santa Cruz,2012,Male,53,133851,39.6,29.7,51.8,
Gonorrhea,Santa Cruz,2012,Total,100,267875,37.3,30.4,45.4,
Gonorrhea,Santa Cruz,2013,Female,64,135522,47.2,36.4,60.3,
Gonorrhea,Santa Cruz,2013,Male,70,135504,51.7,40.3,65.3,
Gonorrhea,Santa Cruz,2013,Total,134,271026,49.4,41.4,58.6,
Gonorrhea,Santa Cruz,2014,Female,59,135984,43.4,33,56,
Gonorrhea,Santa Cruz,2014,Male,117,136043,86,71.1,103.1,
Gonorrhea,Santa Cruz,2014,Total,176,272027,64.7,55.5,75,
Gonorrhea,Santa Cruz,2015,Female,71,137250,51.7,40.4,65.2,
Gonorrhea,Santa Cruz,2015,Male,110,137441,80,65.8,96.5,
Gonorrhea,Santa Cruz,2015,Total,181,274691,65.9,56.6,76.2,
Gonorrhea,Santa Cruz,2016,Female,98,137848,71.1,57.7,86.6,
Gonorrhea,Santa Cruz,2016,Male,152,137942,110.2,93.4,129.2,
Gonorrhea,Santa Cruz,2016,Total,250,275790,90.6,79.8,102.6,
Gonorrhea,Santa Cruz,2017,Female,131,137831,95,79.5,112.8,
Gonorrhea,Santa Cruz,2017,Male,190,138028,137.7,118.8,158.7,
Gonorrhea,Santa Cruz,2017,Total,321,275859,116.4,104,129.8,
Gonorrhea,Santa Cruz,2018,Female,116,137444,84.4,69.7,101.2,
Gonorrhea,Santa Cruz,2018,Male,185,137777,134.3,115.6,155.1,
Gonorrhea,Santa Cruz,2018,Total,301,275221,109.4,97.4,122.4,
Gonorrhea,Shasta,2001,Female,7,85413,8.2,3.3,16.9,*
Gonorrhea,Shasta,2001,Male,7,81621,8.6,3.4,17.7,*
Gonorrhea,Shasta,2001,Total,14,167034,8.4,4.6,14.1,
Gonorrhea,Shasta,2002,Female,28,86616,32.3,21.5,46.7,
Gonorrhea,Shasta,2002,Male,15,82962,18.1,10.1,29.8,
Gonorrhea,Shasta,2002,Total,43,169578,25.4,18.4,34.2,
Gonorrhea,Shasta,2003,Female,28,87754,31.9,21.2,46.1,
Gonorrhea,Shasta,2003,Male,13,84233,15.4,8.2,26.4,
Gonorrhea,Shasta,2003,Total,41,171987,23.8,17.1,32.3,
Gonorrhea,Shasta,2004,Female,47,88487,53.1,39,70.6,
Gonorrhea,Shasta,2004,Male,22,84982,25.9,16.2,39.2,
Gonorrhea,Shasta,2004,Total,69,173469,39.8,31,50.3,
Gonorrhea,Shasta,2005,Female,32,88842,36,24.6,50.8,
Gonorrhea,Shasta,2005,Male,14,85412,16.4,9,27.5,
Gonorrhea,Shasta,2005,Total,46,174254,26.4,19.3,35.2,
Gonorrhea,Shasta,2006,Female,22,89291,24.6,15.4,37.3,
Gonorrhea,Shasta,2006,Male,15,85947,17.5,9.8,28.8,
Gonorrhea,Shasta,2006,Total,37,175238,21.1,14.9,29.1,
Gonorrhea,Shasta,2007,Female,10,89554,11.2,5.4,20.5,*
Gonorrhea,Shasta,2007,Male,8,86295,9.3,4,18.3,*
Gonorrhea,Shasta,2007,Total,18,175849,10.2,6.1,16.2,
Gonorrhea,Shasta,2008,Female,14,89894,15.6,8.5,26.1,
Gonorrhea,Shasta,2008,Male,9,86735,10.4,4.7,19.7,*
Gonorrhea,Shasta,2008,Total,23,176629,13,8.3,19.5,
Gonorrhea,Shasta,2009,Female,42,89964,46.7,33.6,63.1,
Gonorrhea,Shasta,2009,Male,29,86917,33.4,22.3,47.9,
Gonorrhea,Shasta,2009,Total,71,176881,40.1,31.4,50.6,
Gonorrhea,Shasta,2010,Female,19,90063,21.1,12.7,32.9,
Gonorrhea,Shasta,2010,Male,17,87070,19.5,11.4,31.3,
Gonorrhea,Shasta,2010,Total,36,177133,20.3,14.2,28.1,
Gonorrhea,Shasta,2011,Female,20,90277,22.2,13.5,34.2,
Gonorrhea,Shasta,2011,Male,25,87152,28.7,18.6,42.3,
Gonorrhea,Shasta,2011,Total,45,177429,25.4,18.5,33.9,
Gonorrhea,Shasta,2012,Female,101,90477,111.6,90.9,135.6,
Gonorrhea,Shasta,2012,Male,74,87430,84.6,66.5,106.2,
Gonorrhea,Shasta,2012,Total,175,177907,98.4,84.3,114.1,
Gonorrhea,Shasta,2013,Female,125,91041,137.3,114.3,163.6,
Gonorrhea,Shasta,2013,Male,123,87909,139.9,116.3,166.9,
Gonorrhea,Shasta,2013,Total,248,178950,138.6,121.9,156.9,
Gonorrhea,Shasta,2014,Female,179,91179,196.3,168.6,227.2,
Gonorrhea,Shasta,2014,Male,199,87967,226.2,195.9,259.9,
Gonorrhea,Shasta,2014,Total,378,179146,211,190.3,233.4,
Gonorrhea,Shasta,2015,Female,196,90912,215.6,186.5,247.9,
Gonorrhea,Shasta,2015,Male,170,87672,193.9,165.9,225.3,
Gonorrhea,Shasta,2015,Total,366,178584,204.9,184.5,227,
Gonorrhea,Shasta,2016,Female,138,90473,152.5,128.2,180.2,
Gonorrhea,Shasta,2016,Male,146,87269,167.3,141.3,196.7,
Gonorrhea,Shasta,2016,Total,284,177742,159.8,141.8,179.5,
Gonorrhea,Shasta,2017,Female,96,90662,105.9,85.8,129.3,
Gonorrhea,Shasta,2017,Male,104,87578,118.8,97,143.9,
Gonorrhea,Shasta,2017,Total,200,178240,112.2,97.2,128.9,
Gonorrhea,Shasta,2018,Female,161,90580,177.7,151.4,207.4,
Gonorrhea,Shasta,2018,Male,143,87682,163.1,137.5,192.1,
Gonorrhea,Shasta,2018,Total,304,178262,170.5,151.9,190.8,
Gonorrhea,Sierra,2001,Female,0,1772,0,0,208,#
Gonorrhea,Sierra,2001,Male,0,1815,0,0,203,#
Gonorrhea,Sierra,2001,Total,0,3587,0,0,102.8,#
Gonorrhea,Sierra,2002,Female,0,1759,0,0,209.5,#
Gonorrhea,Sierra,2002,Male,0,1805,0,0,204.2,#
Gonorrhea,Sierra,2002,Total,0,3564,0,0,103.5,#
Gonorrhea,Sierra,2003,Female,0,1750,0,0,210.6,#
Gonorrhea,Sierra,2003,Male,0,1795,0,0,205.3,#
Gonorrhea,Sierra,2003,Total,0,3545,0,0,104,#
Gonorrhea,Sierra,2004,Female,0,1711,0,0,215.4,#
Gonorrhea,Sierra,2004,Male,0,1756,0,0,209.9,#
Gonorrhea,Sierra,2004,Total,0,3467,0,0,106.3,#
Gonorrhea,Sierra,2005,Female,,1693,,,,s
Gonorrhea,Sierra,2005,Male,,1737,,,,s
Gonorrhea,Sierra,2005,Total,1,3430,29.2,0.7,162.3,*
Gonorrhea,Sierra,2006,Female,0,1689,0,0,218.2,#
Gonorrhea,Sierra,2006,Male,0,1735,0,0,212.4,#
Gonorrhea,Sierra,2006,Total,0,3424,0,0,107.7,#
Gonorrhea,Sierra,2007,Female,0,1648,0,0,223.6,#
Gonorrhea,Sierra,2007,Male,0,1696,0,0,217.3,#
Gonorrhea,Sierra,2007,Total,0,3344,0,0,110.3,#
Gonorrhea,Sierra,2008,Female,0,1617,0,0,227.9,#
Gonorrhea,Sierra,2008,Male,0,1667,0,0,221,#
Gonorrhea,Sierra,2008,Total,0,3284,0,0,112.3,#
Gonorrhea,Sierra,2009,Female,,1601,,,,s
Gonorrhea,Sierra,2009,Male,,1642,,,,s
Gonorrhea,Sierra,2009,Total,1,3243,30.8,0.8,171.7,*
Gonorrhea,Sierra,2010,Female,0,1590,0,0,231.7,#
Gonorrhea,Sierra,2010,Male,0,1643,0,0,224.3,#
Gonorrhea,Sierra,2010,Total,0,3233,0,0,114,#
Gonorrhea,Sierra,2011,Female,,1582,,,,s
Gonorrhea,Sierra,2011,Male,,1641,,,,s
Gonorrhea,Sierra,2011,Total,1,3223,31,0.8,172.7,*
Gonorrhea,Sierra,2012,Female,,1581,,,,s
Gonorrhea,Sierra,2012,Male,,1627,,,,s
Gonorrhea,Sierra,2012,Total,1,3208,31.2,0.8,173.6,*
Gonorrhea,Sierra,2013,Female,,1578,,,,s
Gonorrhea,Sierra,2013,Male,,1614,,,,s
Gonorrhea,Sierra,2013,Total,2,3192,62.7,7.6,226.2,*
Gonorrhea,Sierra,2014,Female,,1569,,,,s
Gonorrhea,Sierra,2014,Male,,1602,,,,s
Gonorrhea,Sierra,2014,Total,1,3171,31.5,0.8,175.6,*
Gonorrhea,Sierra,2015,Female,,1557,,,,s
Gonorrhea,Sierra,2015,Male,,1595,,,,s
Gonorrhea,Sierra,2015,Total,3,3152,95.2,19.6,277.9,*
Gonorrhea,Sierra,2016,Female,,1561,,,,s
Gonorrhea,Sierra,2016,Male,,1586,,,,s
Gonorrhea,Sierra,2016,Total,2,3147,63.6,7.7,229.4,*
Gonorrhea,Sierra,2017,Female,0,1564,0,0,235.6,#
Gonorrhea,Sierra,2017,Male,0,1585,0,0,232.5,#
Gonorrhea,Sierra,2017,Total,0,3149,0,0,117.1,#
Gonorrhea,Sierra,2018,Female,,1566,,,,s
Gonorrhea,Sierra,2018,Male,,1587,,,,s
Gonorrhea,Sierra,2018,Total,1,3153,31.7,0.8,176.6,*
Gonorrhea,Siskiyou,2001,Female,,22464,,,,s
Gonorrhea,Siskiyou,2001,Male,,21811,,,,s
Gonorrhea,Siskiyou,2001,Total,5,44275,11.3,3.7,26.4,*
Gonorrhea,Siskiyou,2002,Female,,22503,,,,s
Gonorrhea,Siskiyou,2002,Male,,21881,,,,s
Gonorrhea,Siskiyou,2002,Total,3,44384,6.8,1.4,19.8,*
Gonorrhea,Siskiyou,2003,Female,,22570,,,,s
Gonorrhea,Siskiyou,2003,Male,,22027,,,,s
Gonorrhea,Siskiyou,2003,Total,5,44597,11.2,3.6,26.2,*
Gonorrhea,Siskiyou,2004,Female,,22642,,,,s
Gonorrhea,Siskiyou,2004,Male,,22143,,,,s
Gonorrhea,Siskiyou,2004,Total,7,44785,15.6,6.3,32.2,*
Gonorrhea,Siskiyou,2005,Female,,22711,,,,s
Gonorrhea,Siskiyou,2005,Male,,22234,,,,s
Gonorrhea,Siskiyou,2005,Total,12,44945,26.7,13.8,46.6,
Gonorrhea,Siskiyou,2006,Female,,22677,,,,s
Gonorrhea,Siskiyou,2006,Male,,22214,,,,s
Gonorrhea,Siskiyou,2006,Total,10,44891,22.3,10.7,41,*
Gonorrhea,Siskiyou,2007,Female,0,22635,0,0,16.3,#
Gonorrhea,Siskiyou,2007,Male,0,22227,0,0,16.6,#
Gonorrhea,Siskiyou,2007,Total,0,44862,0,0,8.2,#
Gonorrhea,Siskiyou,2008,Female,0,22683,0,0,16.3,#
Gonorrhea,Siskiyou,2008,Male,0,22358,0,0,16.5,#
Gonorrhea,Siskiyou,2008,Total,0,45041,0,0,8.2,#
Gonorrhea,Siskiyou,2009,Female,,22589,,,,s
Gonorrhea,Siskiyou,2009,Male,,22361,,,,s
Gonorrhea,Siskiyou,2009,Total,13,44950,28.9,15.4,49.5,
Gonorrhea,Siskiyou,2010,Female,,22483,,,,s
Gonorrhea,Siskiyou,2010,Male,,22372,,,,s
Gonorrhea,Siskiyou,2010,Total,6,44855,13.4,4.9,29.1,*
Gonorrhea,Siskiyou,2011,Female,,22498,,,,s
Gonorrhea,Siskiyou,2011,Male,,22387,,,,s
Gonorrhea,Siskiyou,2011,Total,10,44885,22.3,10.7,41,*
Gonorrhea,Siskiyou,2012,Female,,22504,,,,s
Gonorrhea,Siskiyou,2012,Male,,22357,,,,s
Gonorrhea,Siskiyou,2012,Total,7,44861,15.6,6.3,32.1,*
Gonorrhea,Siskiyou,2013,Female,,22472,,,,s
Gonorrhea,Siskiyou,2013,Male,,22278,,,,s
Gonorrhea,Siskiyou,2013,Total,20,44750,44.7,27.3,69,
Gonorrhea,Siskiyou,2014,Female,13,22442,57.9,30.8,99,
Gonorrhea,Siskiyou,2014,Male,16,22267,71.9,41.1,116.7,
Gonorrhea,Siskiyou,2014,Total,29,44709,64.9,43.4,93.1,
Gonorrhea,Siskiyou,2015,Female,,22358,,,,s
Gonorrhea,Siskiyou,2015,Male,,22182,,,,s
Gonorrhea,Siskiyou,2015,Total,8,44540,18,7.8,35.4,*
Gonorrhea,Siskiyou,2016,Female,15,22303,67.3,37.6,110.9,
Gonorrhea,Siskiyou,2016,Male,16,22115,72.3,41.4,117.5,
Gonorrhea,Siskiyou,2016,Total,31,44418,69.8,47.4,99,
Gonorrhea,Siskiyou,2017,Female,15,22200,67.6,37.8,111.4,
Gonorrhea,Siskiyou,2017,Male,12,22040,54.4,28.1,95.1,
Gonorrhea,Siskiyou,2017,Total,27,44240,61,40.2,88.8,
Gonorrhea,Siskiyou,2018,Female,11,22128,49.7,24.8,88.9,*
Gonorrhea,Siskiyou,2018,Male,12,21954,54.7,28.2,95.5,
Gonorrhea,Siskiyou,2018,Total,23,44082,52.2,33.1,78.3,
Gonorrhea,Solano,2001,Female,119,200691,59.3,49.1,71,
Gonorrhea,Solano,2001,Male,102,202277,50.4,41.1,61.2,
Gonorrhea,Solano,2001,Total,222,402968,55.1,48.1,62.8,
Gonorrhea,Solano,2002,Female,151,202735,74.5,63.1,87.3,
Gonorrhea,Solano,2002,Male,127,204081,62.2,51.9,74,
Gonorrhea,Solano,2002,Total,278,406816,68.3,60.5,76.9,
Gonorrhea,Solano,2003,Female,130,203877,63.8,53.3,75.7,
Gonorrhea,Solano,2003,Male,120,205052,58.5,48.5,70,
Gonorrhea,Solano,2003,Total,250,408929,61.1,53.8,69.2,
Gonorrhea,Solano,2004,Female,179,205205,87.2,74.9,101,
Gonorrhea,Solano,2004,Male,118,206184,57.2,47.4,68.5,
Gonorrhea,Solano,2004,Total,297,411389,72.2,64.2,80.9,
Gonorrhea,Solano,2005,Female,234,204855,114.2,100.1,129.8,
Gonorrhea,Solano,2005,Male,174,205715,84.6,72.5,98.1,
Gonorrhea,Solano,2005,Total,408,410570,99.4,90,109.5,
Gonorrhea,Solano,2006,Female,216,205356,105.2,91.6,120.2,
Gonorrhea,Solano,2006,Male,137,205995,66.5,55.8,78.6,
Gonorrhea,Solano,2006,Total,353,411351,85.8,77.1,95.2,
Gonorrhea,Solano,2007,Female,197,206109,95.6,82.7,109.9,
Gonorrhea,Solano,2007,Male,144,206527,69.7,58.8,82.1,
Gonorrhea,Solano,2007,Total,341,412636,82.6,74.1,91.9,
Gonorrhea,Solano,2008,Female,193,206443,93.5,80.8,107.6,
Gonorrhea,Solano,2008,Male,118,206724,57.1,47.3,68.4,
Gonorrhea,Solano,2008,Total,311,413167,75.3,67.1,84.1,
Gonorrhea,Solano,2009,Female,160,206166,77.6,66.1,90.6,
Gonorrhea,Solano,2009,Male,160,206322,77.5,66,90.5,
Gonorrhea,Solano,2009,Total,320,412488,77.6,69.3,86.6,
Gonorrhea,Solano,2010,Female,250,206751,120.9,106.4,136.9,
Gonorrhea,Solano,2010,Male,187,205756,90.9,78.3,104.9,
Gonorrhea,Solano,2010,Total,437,412507,105.9,96.2,116.3,
Gonorrhea,Solano,2011,Female,158,207725,76.1,64.7,88.9,
Gonorrhea,Solano,2011,Male,108,206982,52.2,42.8,63,
Gonorrhea,Solano,2011,Total,266,414707,64.1,56.7,72.3,
Gonorrhea,Solano,2012,Female,204,209610,97.3,84.4,111.6,
Gonorrhea,Solano,2012,Male,153,207957,73.6,62.4,86.2,
Gonorrhea,Solano,2012,Total,357,417567,85.5,76.9,94.8,
Gonorrhea,Solano,2013,Female,211,211650,99.7,86.7,114.1,
Gonorrhea,Solano,2013,Male,205,209763,97.7,84.8,112.1,
Gonorrhea,Solano,2013,Total,416,421413,98.7,89.5,108.7,
Gonorrhea,Solano,2014,Female,271,213847,126.7,112.1,142.7,
Gonorrhea,Solano,2014,Male,313,211880,147.7,131.8,165,
Gonorrhea,Solano,2014,Total,584,425727,137.2,126.3,148.8,
Gonorrhea,Solano,2015,Female,319,215801,147.8,132.1,165,
Gonorrhea,Solano,2015,Male,364,213676,170.4,153.3,188.8,
Gonorrhea,Solano,2015,Total,684,429477,159.3,147.6,171.6,
Gonorrhea,Solano,2016,Female,319,217744,146.5,130.9,163.5,
Gonorrhea,Solano,2016,Male,381,215917,176.5,159.2,195.1,
Gonorrhea,Solano,2016,Total,700,433661,161.4,149.7,173.8,
Gonorrhea,Solano,2017,Female,338,219554,153.9,138,171.3,
Gonorrhea,Solano,2017,Male,454,217880,208.4,189.7,228.4,
Gonorrhea,Solano,2017,Total,794,437434,181.5,169.1,194.6,
Gonorrhea,Solano,2018,Female,463,220526,210,191.3,230,
Gonorrhea,Solano,2018,Male,545,218946,248.9,228.5,270.7,
Gonorrhea,Solano,2018,Total,1009,439472,229.6,215.7,244.2,
Gonorrhea,Sonoma,2001,Female,18,236637,7.6,4.5,12,
Gonorrhea,Sonoma,2001,Male,17,228786,7.4,4.3,11.9,
Gonorrhea,Sonoma,2001,Total,35,465423,7.5,5.2,10.5,
Gonorrhea,Sonoma,2002,Female,32,236918,13.5,9.2,19.1,
Gonorrhea,Sonoma,2002,Male,58,229080,25.3,19.2,32.7,
Gonorrhea,Sonoma,2002,Total,90,465998,19.3,15.5,23.7,
Gonorrhea,Sonoma,2003,Female,52,238069,21.8,16.3,28.6,
Gonorrhea,Sonoma,2003,Male,63,230188,27.4,21,35,
Gonorrhea,Sonoma,2003,Total,115,468257,24.6,20.3,29.5,
Gonorrhea,Sonoma,2004,Female,67,238891,28,21.7,35.6,
Gonorrhea,Sonoma,2004,Male,76,231042,32.9,25.9,41.2,
Gonorrhea,Sonoma,2004,Total,144,469933,30.6,25.8,36.1,
Gonorrhea,Sonoma,2005,Female,69,238649,28.9,22.5,36.6,
Gonorrhea,Sonoma,2005,Male,83,230875,36,28.6,44.6,
Gonorrhea,Sonoma,2005,Total,152,469524,32.4,27.4,37.9,
Gonorrhea,Sonoma,2006,Female,55,238835,23,17.3,30,
Gonorrhea,Sonoma,2006,Male,71,231132,30.7,24,38.7,
Gonorrhea,Sonoma,2006,Total,126,469967,26.8,22.3,31.9,
Gonorrhea,Sonoma,2007,Female,37,240336,15.4,10.8,21.2,
Gonorrhea,Sonoma,2007,Male,56,232651,24.1,18.2,31.3,
Gonorrhea,Sonoma,2007,Total,93,472987,19.7,15.9,24.1,
Gonorrhea,Sonoma,2008,Female,29,242159,12,8,17.2,
Gonorrhea,Sonoma,2008,Male,40,234491,17.1,12.2,23.2,
Gonorrhea,Sonoma,2008,Total,69,476650,14.5,11.3,18.3,
Gonorrhea,Sonoma,2009,Female,31,243970,12.7,8.6,18,
Gonorrhea,Sonoma,2009,Male,61,236628,25.8,19.7,33.1,
Gonorrhea,Sonoma,2009,Total,92,480598,19.1,15.4,23.5,
Gonorrhea,Sonoma,2010,Female,40,245780,16.3,11.6,22.2,
Gonorrhea,Sonoma,2010,Male,57,237775,24,18.2,31.1,
Gonorrhea,Sonoma,2010,Total,97,483555,20.1,16.3,24.5,
Gonorrhea,Sonoma,2011,Female,46,247373,18.6,13.6,24.8,
Gonorrhea,Sonoma,2011,Male,87,239404,36.3,29.1,44.8,
Gonorrhea,Sonoma,2011,Total,134,486777,27.5,23.1,32.6,
Gonorrhea,Sonoma,2012,Female,60,248837,24.1,18.4,31,
Gonorrhea,Sonoma,2012,Male,93,240842,38.6,31.2,47.3,
Gonorrhea,Sonoma,2012,Total,153,489679,31.2,26.5,36.6,
Gonorrhea,Sonoma,2013,Female,95,251572,37.8,30.6,46.2,
Gonorrhea,Sonoma,2013,Male,159,243686,65.2,55.5,76.2,
Gonorrhea,Sonoma,2013,Total,254,495258,51.3,45.2,58,
Gonorrhea,Sonoma,2014,Female,81,253160,32,25.4,39.8,
Gonorrhea,Sonoma,2014,Male,135,245210,55.1,46.2,65.2,
Gonorrhea,Sonoma,2014,Total,216,498370,43.3,37.8,49.5,
Gonorrhea,Sonoma,2015,Female,148,254646,58.1,49.1,68.3,
Gonorrhea,Sonoma,2015,Male,294,246685,119.2,106,133.6,
Gonorrhea,Sonoma,2015,Total,443,501331,88.4,80.3,97,
Gonorrhea,Sonoma,2016,Female,180,255677,70.4,60.5,81.5,
Gonorrhea,Sonoma,2016,Male,370,247775,149.3,134.5,165.3,
Gonorrhea,Sonoma,2016,Total,551,503452,109.4,100.5,119,
Gonorrhea,Sonoma,2017,Female,185,255734,72.3,62.3,83.5,
Gonorrhea,Sonoma,2017,Male,388,247900,156.5,141.3,172.9,
Gonorrhea,Sonoma,2017,Total,574,503634,114,104.8,123.7,
Gonorrhea,Sonoma,2018,Female,189,254444,74.3,64.1,85.7,
Gonorrhea,Sonoma,2018,Male,361,246983,146.2,131.5,162,
Gonorrhea,Sonoma,2018,Total,553,501427,110.3,101.3,119.9,
Gonorrhea,Stanislaus,2001,Female,125,235061,53.2,44.3,63.4,
Gonorrhea,Stanislaus,2001,Male,79,228067,34.6,27.4,43.2,
Gonorrhea,Stanislaus,2001,Total,204,463128,44,38.2,50.5,
Gonorrhea,Stanislaus,2002,Female,82,240286,34.1,27.1,42.4,
Gonorrhea,Stanislaus,2002,Male,78,233294,33.4,26.4,41.7,
Gonorrhea,Stanislaus,2002,Total,160,473580,33.8,28.8,39.4,
Gonorrhea,Stanislaus,2003,Female,156,244919,63.7,54.1,74.5,
Gonorrhea,Stanislaus,2003,Male,127,238088,53.3,44.5,63.5,
Gonorrhea,Stanislaus,2003,Total,283,483007,58.6,52,65.8,
Gonorrhea,Stanislaus,2004,Female,284,248433,114.3,101.4,128.4,
Gonorrhea,Stanislaus,2004,Male,251,241850,103.8,91.3,117.4,
Gonorrhea,Stanislaus,2004,Total,535,490283,109.1,100.1,118.8,
Gonorrhea,Stanislaus,2005,Female,345,252209,136.8,122.7,152,
Gonorrhea,Stanislaus,2005,Male,312,245811,126.9,113.2,141.8,
Gonorrhea,Stanislaus,2005,Total,657,498020,131.9,122,142.4,
Gonorrhea,Stanislaus,2006,Female,205,254877,80.4,69.8,92.2,
Gonorrhea,Stanislaus,2006,Male,205,248671,82.4,71.5,94.5,
Gonorrhea,Stanislaus,2006,Total,411,503548,81.6,73.9,89.9,
Gonorrhea,Stanislaus,2007,Female,232,257228,90.2,79,102.6,
Gonorrhea,Stanislaus,2007,Male,260,251144,103.5,91.3,116.9,
Gonorrhea,Stanislaus,2007,Total,496,508372,97.6,89.2,106.5,
Gonorrhea,Stanislaus,2008,Female,142,258191,55,46.3,64.8,
Gonorrhea,Stanislaus,2008,Male,127,252205,50.4,42,59.9,
Gonorrhea,Stanislaus,2008,Total,270,510396,52.9,46.8,59.6,
Gonorrhea,Stanislaus,2009,Female,76,258796,29.4,23.1,36.8,
Gonorrhea,Stanislaus,2009,Male,79,253256,31.2,24.7,38.9,
Gonorrhea,Stanislaus,2009,Total,155,512052,30.3,25.7,35.4,
Gonorrhea,Stanislaus,2010,Female,79,260696,30.3,24,37.8,
Gonorrhea,Stanislaus,2010,Male,87,255253,34.1,27.3,42,
Gonorrhea,Stanislaus,2010,Total,167,515949,32.4,27.6,37.7,
Gonorrhea,Stanislaus,2011,Female,67,262122,25.6,19.8,32.5,
Gonorrhea,Stanislaus,2011,Male,68,256900,26.5,20.6,33.6,
Gonorrhea,Stanislaus,2011,Total,136,519022,26.2,22,31,
Gonorrhea,Stanislaus,2012,Female,152,264471,57.5,48.7,67.4,
Gonorrhea,Stanislaus,2012,Male,150,259319,57.8,49,67.9,
Gonorrhea,Stanislaus,2012,Total,302,523790,57.7,51.3,64.5,
Gonorrhea,Stanislaus,2013,Female,246,266871,92.2,81,104.4,
Gonorrhea,Stanislaus,2013,Male,305,261746,116.5,103.8,130.4,
Gonorrhea,Stanislaus,2013,Total,551,528617,104.2,95.7,113.3,
Gonorrhea,Stanislaus,2014,Female,336,268480,125.1,112.1,139.3,
Gonorrhea,Stanislaus,2014,Male,433,263492,164.3,149.2,180.5,
Gonorrhea,Stanislaus,2014,Total,769,531972,144.6,134.5,155.1,
Gonorrhea,Stanislaus,2015,Female,309,271370,113.9,101.5,127.3,
Gonorrhea,Stanislaus,2015,Male,441,266504,165.5,150.4,181.7,
Gonorrhea,Stanislaus,2015,Total,750,537874,139.4,129.6,149.8,
Gonorrhea,Stanislaus,2016,Female,345,274108,125.9,112.9,139.9,
Gonorrhea,Stanislaus,2016,Male,415,269453,154,139.6,169.6,
Gonorrhea,Stanislaus,2016,Total,760,543561,139.8,130.1,150.1,
Gonorrhea,Stanislaus,2017,Female,334,277550,120.3,107.8,134,
Gonorrhea,Stanislaus,2017,Male,434,272955,159,144.4,174.7,
Gonorrhea,Stanislaus,2017,Total,770,550505,139.9,130.2,150.1,
