Name in English,Degree of endangerment,Number of speakers,Latitude,Longitude,Countries
Ngbinda,Critically endangered,10,4.6092,27.0812,Dem. Rep. Congo
Northern Paiute (Idaho),Critically endangered,10,43.0439,-112.4566,United States of America
Nusa Laut,Critically endangered,10,-3.6833,128.8,Indonesia
Oneida (Wisconsin),Critically endangered,10,44.5158,-88.0075,United States of America
Onondaga (New York),Critically endangered,10,43.047,-76.1422,United States of America
Osage,Critically endangered,10,36.6683,-96.3316,United States of America
Parintintin,Critically endangered,10,-6.5773,-61.7871,Brazil
Pawnee,Critically endangered,10,36.3372,-96.8032,United States of America
Puari,Critically endangered,10,-2.8689,141.6577,Papua New Guinea
Rembarrnga,Critically endangered,10,-13.3896,133.6706,Australia
Sene,Critically endangered,10,-6.3753,147.7825,Papua New Guinea
Sowa,Critically endangered,10,-15.8609,168.1842,Vanuatu
Susuami,Critically endangered,10,-7.2044,146.5493,Papua New Guinea
Taap,Critically endangered,10,-6.146,146.3955,Papua New Guinea
Tape,Critically endangered,10,-16.0953,167.3094,Vanuatu
Ter Saami,Critically endangered,10,68.0638,38.7063,Russia
Thao,Critically endangered,10,23.8808,120.9206,China
Tule-Kaweah Yokuts,Critically endangered,10,36.0269,-118.7213,United States of America
Tundra Enets,Critically endangered,10,71.6973,83.5839,Russia
Wichita,Critically endangered,10,35.0647,-98.2788,United States of America
Xambioá,Critically endangered,10,-7.1717,-49.1583,Brazil
Yawalapiti,Critically endangered,10,-12.1702,-53.3365,Brazil
Yiiji,Critically endangered,10,-15.8458,127.6281,Australia
Arára Shawãdáwa,Critically endangered,9,-8.581,-72.29,Brazil
Kuuku Ya'u,Critically endangered,9,-12.0185,142.8112,Australia
Ngandi,Critically endangered,9,-13.6459,135.2087,Australia
Ngarluma,Critically endangered,9,-21.1664,117.3339,Australia
Zaparo,Critically endangered,9,-2.2186,-76.5087,"Ecuador, Peru"
Ongota,Critically endangered,8,5.3207,37.2244,Ethiopia
Ajuru,Severely endangered,8,-12.0178,-64.7534,Brazil
Araki,Critically endangered,8,-15.6322,166.9413,Vanuatu
Ayapanec,Critically endangered,8,18.2241,-93.1108,Mexico
Busuu,Critically endangered,8,6.8282,10.1087,Cameroon
Chamicuro,Critically endangered,8,-5.5285,-75.5969,Peru
Dumi,Critically endangered,8,27.3095,86.7521,Nepal
Kayardild,Critically endangered,8,-17.1197,139.4604,Australia
Munichi,Critically endangered,8,-5.8182,-76.1846,Peru
N|uu,Critically endangered,8,-28.5169,21.4453,South Africa
Xetá,Critically endangered,8,-23.2867,-53.3935,Brazil
Kiksht,Critically endangered,7,44.2708,-121.2871,United States of America
Makolkol,Critically endangered,7,-4.8994,151.6827,Papua New Guinea
Akuntsu,Critically endangered,6,-13.1169,-61.018,Brazil
Anambé,Critically endangered,6,-2.7674,-49.2297,Brazil
Arabana,Critically endangered,6,-28.6134,135.8349,Australia
Ipai,Critically endangered,6,32.9359,-116.868,United States of America
Karaim (Western Ukraine),Critically endangered,6,50.7538,25.3351,Ukraine
Kings River Yokuts,Critically endangered,6,36.9104,-118.9261,United States of America
Korana,Critically endangered,6,-26.9352,24.1254,South Africa
Mangarrayi,Critically endangered,6,-14.8067,133.8793,Australia
Northern Sierra Miwok,Critically endangered,6,38.4008,-120.5351,United States of America
Abaga,Critically endangered,5,-6.1883,145.5976,Papua New Guinea
"Aleut (Western, Commander Islands)",Critically endangered,5,55.171,166.094,Russia
Aqaw Gelao,Critically endangered,5,28.7447,106.0714,China
Aveteian,Critically endangered,5,-16.3985,167.4213,Vanuatu
Central Selkup,Critically endangered,5,59.8903,82.0129,Russia
Cocama-Cocamilla (Brazil),Critically endangered,5,-1.8043,-66.5332,Brazil
Dyirbal,Critically endangered,5,-18.0205,145.4809,Australia
Gamilaraay,Critically endangered,5,-29.7929,149.7106,Australia
Great andamanese,Critically endangered,5,12.2326,92.9031,India
Guató,Critically endangered,5,-17.644,-57.6562,Brazil
Holikachuk,Critically endangered,5,64.2254,-155.3027,United States of America
Iduh (Vietnam),Critically endangered,5,19.4162,104.487,Vietnam
Isarog Agta,Critically endangered,5,13.6805,123.3805,Philippines
Itonama,Critically endangered,5,-13.6246,-63.5668,Bolivia
Juma,Critically endangered,5,-7.4496,-63.8195,Brazil
Kalispel,Critically endangered,5,48.2549,-117.2174,United States of America
Kanoê,Critically endangered,5,-13.1222,-61.051,Brazil
Liki,Critically endangered,5,-1.6202,138.738,Indonesia
Luiseño,Critically endangered,5,33.4622,-117.1269,United States of America
Lushootseed,Critically endangered,5,47.6074,-122.5681,United States of America
Manchurian Kirghiz,Critically endangered,5,47.8,124.2,China
Mansim,Critically endangered,5,-0.9008,134.0441,Indonesia
Naman,Critically endangered,5,-16.1216,167.4337,Vanuatu
Nasarian,Critically endangered,5,-16.3517,167.4659,Vanuatu
Navwien,Critically endangered,5,-16.469,167.4975,Vanuatu
Ndai,Critically endangered,5,8.399,14.1641,Cameroon
Ngalakan,Critically endangered,5,-14.5729,134.4946,Australia
Nivat,Critically endangered,5,-16.1302,167.3835,Vanuatu
Niviar,Critically endangered,5,-16.1302,167.3945,Vanuatu
Olrat,Critically endangered,5,-14.2796,167.4302,Vanuatu
Oro Win,Critically endangered,5,-11.6683,-65.1379,Brazil
Paunaca,Critically endangered,5,-16.573,-61.4355,Bolivia
Resígaro,Critically endangered,5,-2.7674,-71.7187,Peru
Sorsorian,Critically endangered,5,-16.4709,167.6499,Vanuatu
Southern Selkup,Critically endangered,5,58.6626,85.8581,Russia
Tuzantec,Critically endangered,5,15.1455,-92.4232,Mexico
Umbrul,Critically endangered,5,,,Vanuatu
Vano,Critically endangered,5,-11.6286,166.8383,Solomon Is.
Wunambal,Critically endangered,5,-15.6124,125.0024,Australia
Yuchi,Critically endangered,5,36.0009,-96.0988,United States of America
Bonerif,Critically endangered,4,-2.1088,139.2352,Indonesia
Coeur d'Alene,Critically endangered,4,43.3433,-116.8873,United States of America
Dharawal,Critically endangered,4,-34.7235,150.5786,Australia
Guranalum,Critically endangered,4,-4.3464,152.8417,Papua New Guinea
Lengilu,Critically endangered,4,3.7327,115.8728,Indonesia
Njerep,Critically endangered,4,6.4572,11.2884,Cameroon
Ouma,Critically endangered,4,-10.233,149.1,Papua New Guinea
Paakantyi,Critically endangered,4,-31.5598,143.3935,Australia
Saponi,Critically endangered,4,-2.4025,136.5037,Indonesia
Tanema,Critically endangered,4,-11.6986,166.9111,Solomon Is.
Tehuelche,Critically endangered,4,-51.5087,-70.3125,Argentina
Totoró,Critically endangered,4,2.504,-76.4016,Colombia
Waanyi,Critically endangered,4,-17.7486,138.2739,Australia
Worrorra,Critically endangered,4,-16.4887,124.6289,Australia
Awakatek (Mexico),Critically endangered,3,19.3481,-90.7177,Mexico
Baldemu,Critically endangered,3,10.5742,14.5623,Cameroon
Bung,Critically endangered,3,6.5718,11.8267,Cameroon
Canichana,Extinct,3,-14.5835,-64.9731,Bolivia
Central Pomo,Critically endangered,3,38.9704,-123.6893,United States of America
Central Sierra Miwok,Critically endangered,3,37.962,-120.2384,United States of America
Chemehuevi,Critically endangered,3,34.0138,-114.2146,United States of America
Kiowa Apache,Critically endangered,3,35.1018,-98.6033,United States of America
Konkow,Critically endangered,3,39.467,-121.5155,United States of America
Lake Miwok,Critically endangered,3,38.6426,-122.3849,United States of America
Mabiri,Critically endangered,3,12.1682,18.7275,Chad
Mescalero-Chiricahua Apache (Oklahoma),Critically endangered,3,34.8986,-98.3589,United States of America
Northern Pomo,Critically endangered,3,39.4143,-123.3502,United States of America
Sabanê,Critically endangered,3,-12.5277,-59.6859,Brazil
Southern Pomo,Critically endangered,3,38.7048,-122.8971,United States of America
Southern Sierra Miwok,Critically endangered,3,37.6148,-119.789,United States of America
Tubatulabal,Critically endangered,3,35.6444,-118.5183,United States of America
Tuscarora (United States of America),Critically endangered,3,43.0877,-79.0627,United States of America
Ura,Critically endangered,3,-18.654,169.074,Vanuatu
Andoa (Peru),Critically endangered,2,-2.6796,-76.2011,Peru
Arikapu,Critically endangered,2,-12.0527,-64.7259,Brazil
Aurê-Aurá,Critically endangered,2,-2.9649,-46.2084,Brazil
Baré (Brazil),Critically endangered,2,0.4394,-68.2031,Brazil
Cayuvava,Critically endangered,2,-12.7903,-65.3247,Bolivia
Gajerrong,Critically endangered,2,-15.222,128.6059,Australia
Ganggalidda,Critically endangered,2,-17.1001,138.3618,Australia
Guarasu,Critically endangered,2,-13.4724,-61.0427,Brazil
Klallam,Critically endangered,2,47.8475,-122.585,United States of America
Kujubim,Critically endangered,2,-11.9963,-64.7534,Brazil
Kunjen,Critically endangered,2,-16.1316,142.207,Australia
Kuruáya,Critically endangered,2,-5.0033,-53.9208,Brazil
Lemerig,Critically endangered,2,-13.7473,167.4096,Vanuatu
Luri,Critically endangered,2,9.9255,9.5965,Nigeria
Maidu,Critically endangered,2,40.4134,-120.6738,United States of America
Oneida (New York),Critically endangered,2,43.0778,-75.6622,United States of America
Poyanawa,Critically endangered,2,-7.6238,-73.2568,Brazil
Puruborá,Critically endangered,2,-12.3292,-64.2919,Brazil
Salamãy,Critically endangered,2,-8.7602,-63.9074,Brazil
Sambe,Critically endangered,2,8.6027,8.3825,Nigeria
Spokane,Critically endangered,2,47.9286,-118.0165,United States of America
Tharkarri,Critically endangered,2,-24.148,114.6533,Australia
Vacacocha,Critically endangered,2,-2.0869,-74.5092,Peru
Wangaaybuwan,Critically endangered,2,-31.1093,144.9975,Australia
Xipáya,Critically endangered,2,-4.3902,-53.9648,Brazil
Apiaká,Critically endangered,1,-11.1519,-57.3113,Brazil
Bikya,Critically endangered,1,6.8309,10.0277,Cameroon
Bishuo,Critically endangered,1,6.9032,10.0991,Cameroon
Chaná,Critically endangered,1,-31.8402,-60.5786,Argentina
Dampel,Critically endangered,1,0.7923,120.2494,Indonesia
Diahói,Critically endangered,1,-7.9939,-62.1936,Brazil
Kaixána,Critically endangered,1,-2.0649,-67.4121,Brazil
Lae,Extinct,1,-6.6318,147.181,Papua New Guinea
Laua,Critically endangered,1,-10.1824,149.2053,Papua New Guinea
Patwin,Critically endangered,1,38.7608,-122.0354,United States of America
Pazeh,Critically endangered,1,24.2469,120.7727,China
Pémono,Critically endangered,1,5.6487,-65.8081,Venezuela
Taushiro,Critically endangered,1,-3.2502,-75.8935,Peru
Tinigua,Critically endangered,1,2.3833,-73.6413,Colombia
Tolowa,Critically endangered,1,41.9566,-124.1915,United States of America
Uru,Extinct,1,-16.5519,-68.6645,Bolivia
Volow,Critically endangered,1,-13.6433,167.7159,Vanuatu
Wintu-Nomlaki,Critically endangered,1,39.8637,-122.0822,United States of America
Yahgan,Critically endangered,1,-55.0028,-67.4615,Chile
Yarawi,Critically endangered,1,-7.9001,147.6411,Papua New Guinea
!Gan!ne,Extinct,0,-31.3911,26.6748,South Africa
Aasax,Extinct,0,-5.1948,37.738,Tanzania
Ahom,Extinct,0,26.5393,92.5378,India
Ainu (Kuril),Extinct,0,46.8882,152.0068,Russia
Ainu (Sakhalin),Extinct,0,47.3983,142.2949,Russia
Akkala Saami,Extinct,0,67.5809,31.668,Russia
Alderney French,Extinct,0,49.7098,-2.2075,United Kingdom of Great Britain and Northern Ireland
Amanayé,Extinct,0,-3.7327,-49.1088,Brazil
Andoa (Ecuador),Extinct,0,-2.3341,-76.5016,Ecuador
Andro,Extinct,0,24.8415,94.0539,India
Antoniano,Extinct,0,35.9717,-121.1757,United States of America
Aore,Extinct,0,-15.5767,167.1638,Vanuatu
Apolista,Extinct,0,-14.4027,-68.6206,Bolivia
Arapaho (Oklahoma),Extinct,0,35.602,-97.9712,United States of America
Arapáso,Extinct,0,0,-66,Brazil
Aribwatsa,Extinct,0,-6.6523,147.2291,Papua New Guinea
Arin,Extinct,0,56.2982,91.7468,Russia
Arman,Extinct,0,59.6732,150.1391,Russia
Arta,Extinct,0,16.4225,121.7042,Philippines
Atacameño,Extinct,0,-22.7559,-68.247,"Argentina, Bolivia, Chile"
Atsugewi,Extinct,0,40.8824,-122.6661,United States of America
Babuza,Extinct,0,24.01,120.623,China
Badala,Critically endangered,0,-25.285,153.1054,Australia
Baga Kalem,Extinct,0,10.4013,-14.3151,Guinea
Baga Mboteni,Critically endangered,0,10.7415,-14.5513,Guinea
Barbareño,Extinct,0,34.4227,-119.7039,United States of America
Barzani Jewish Neo-Aramaic (Iraq),Extinct,0,36.2619,43.9892,Iraq
Basay,Extinct,0,25.1378,121.6543,China
Baygo,Extinct,0,11.7436,24.6423,Sudan
Berakou,Extinct,0,12.8492,15.032,Chad
Berti,Extinct,0,14.6898,25.9524,Sudan
Bina,Extinct,0,-10.2365,149.6063,Papua New Guinea
Birgid,Extinct,0,14.8598,25.0103,Sudan
Boro,Extinct,0,8.6244,0.6262,"Ethiopia, Togo"
Cacaopera,Extinct,0,13.4109,-87.8741,Nicaragua
Cape Khoekhoe,Extinct,0,-34.4522,19.7314,South Africa
Cappadocian Greek (Turkey),Extinct,0,38.048,32.6953,Turkey
Catawba,Extinct,0,34.9361,-81.0272,United States of America
Cayuga (Oklahoma),Extinct,0,36.6302,-94.6441,United States of America
Cayuse,Extinct,0,44.9647,-118.5424,United States of America
Central Kalapuyan,Extinct,0,43.8,-123.06,United States of America
Chairel,Extinct,0,24.976,94.2407,India
Cholon,Extinct,0,-8.8633,-76.1791,Peru
Coptic,Extinct,0,26.8915,29.0959,Egypt
Cowlitz,Extinct,0,46.132,-122.8642,United States of America
Culle,Extinct,0,-8.1951,-78.294,Peru
Cuman,Extinct,0,46.5815,19.6765,Hungary
Cupeño,Extinct,0,33.364,-117.0756,United States of America
Dalmatian,Extinct,0,45.0599,14.5719,Croatia
Deti,Extinct,0,-20.9614,24.461,Botswana
Dharug,Critically endangered,0,-34.0344,150.9301,Australia
Dhurga,Critically endangered,0,-35.4964,150.249,Australia
Dicamay Agta,Extinct,0,16.6998,122.0167,Philippines
Dorasque,Extinct,0,,,Panama
Dororo,Extinct,0,-8.2169,157.3901,Solomon Is.
Duli,Extinct,0,9.3813,13.5708,Cameroon
Dungidjau,Extinct,0,-26.5885,152.2705,Australia
Dura,Extinct,0,28.2898,84.4519,Nepal
Eastern Abenaki,Extinct,0,44.9423,-68.7328,United States of America
Eastern Kamchadal,Extinct,0,56.511,161.0156,Russia
Eastern Pomo,Extinct,0,39.0461,-122.9211,United States of America
Eel River Athabaskan,Extinct,0,40.188,-123.6477,United States of America
Eliri,Severely endangered,0,4.5706,30.858,Sudan
Elmolo,Extinct,0,2.7212,36.7326,Kenya
Eotile,Extinct,0,5.2495,-3.3233,Côte d'Ivoire
Eyak,Extinct,0,60.2165,-143.3935,United States of America
Gaagudju,Extinct,0,-12.2755,132.6379,Australia
Gafat,Extinct,0,10.6768,35.8264,Ethiopia
Garífuna (Nicaragua),Critically endangered,0,12.5666,-83.7166,Nicaragua
Ge'ez,Extinct,0,8.9936,38.7597,Ethiopia
Getmata,Extinct,0,-5.8346,149.0405,Papua New Guinea
Gey,Extinct,0,9.384,13.5296,Cameroon
Gothic,Extinct,0,44.653,33.8598,Ukraine
Guanche,Extinct,0,27.9264,-15.6774,Spain
Gule,Extinct,0,10.0986,34.1235,Sudan
Guliguli,Extinct,0,-8.2114,157.4615,Solomon Is.
Gününa Küne,Extinct,0,-43.4848,-68.1591,Argentina
Gyasumdo,Definitely endangered,0,28.5969,84.2253,Nepal
Hanis,Extinct,0,43.406,-124.2402,United States of America
Hoanya,Extinct,0,23.5665,120.3826,China
Homa,Extinct,0,5.5011,27.3779,Sudan
Horo,Extinct,0,9.239,18.3444,Chad
Hpun,Extinct,0,24.65,97.0666,Myanmar
Huitoto (Brazil),Extinct,0,-2.3723,-66.0937,Brazil
Hukumina,Extinct,0,-3.1514,126.2713,Indonesia
Huron-Wyandot (United States of America),Extinct,0,36.7923,-94.7229,United States of America
Ifo,Extinct,0,-18.6605,169.1434,Vanuatu
Ineseño,Extinct,0,34.5942,-120.1371,United States of America
Island Carib,Extinct,0,15.4325,-61.2817,Dominica
Island Chumash,Extinct,0,34.3821,-119.4574,United States of America
Jorá,Critically endangered,0,-14.0246,-63.3581,Bolivia
Judeo-Berber (Morocco),Extinct,0,30.822,-6.8005,Morocco
Kamas,Extinct,0,57.9964,92.8784,Russia
Kamas Turk,Extinct,0,58.109,92.7101,Russia
Kaniet,Extinct,0,-0.898,145.5441,Papua New Guinea
Kansa,Extinct,0,36.7657,-96.8652,United States of America
Karaim (Crimea),Extinct,0,45.058,33.9477,Ukraine
Karami,Extinct,0,-7.1335,143.8659,Papua New Guinea
Karelian (Valday),Extinct,0,58.0284,33.3215,Russia
Katabaga,Extinct,0,13.4366,122.5569,Philippines
Kato,Extinct,0,39.677,-123.4944,United States of America
Kayeli,Extinct,0,-3.39,127.1008,Indonesia
Kazukuru,Extinct,0,-8.1598,157.4629,Solomon Is.
Kede,Extinct,0,-17.1617,16.1059,Angola
Kemi Saami,Extinct,0,67.0631,27.6635,Finland
Kenaboi,Extinct,0,3.1129,102.0322,Malaysia
Kerek,Extinct,0,62.5996,176.9183,Russia
Ketangalan,Extinct,0,25.0433,121.4813,China
Khaccaḍ Bhoṭe,Definitely endangered,0,28.1113,85.3674,Nepal
Kilit,Extinct,0,38.9455,46.0989,Azerbaijan
Kinare,Extinct,0,-0.725,37.2436,Kenya
Klamath-Modoc,Extinct,0,42.5767,-121.8637,United States of America
Konomihu,Extinct,0,41.2583,-123.3216,United States of America
Kore,Extinct,0,-2.2845,40.9185,Kenya
Kott,Extinct,0,56.3013,94.5318,Russia
Krenjê,Extinct,0,-2.5644,-46.6589,Brazil
Krevin,Extinct,0,56.35,24.2907,Latvia
Kulun,Extinct,0,24.9823,121.3591,China
Kurtjar,Extinct,0,-18.0623,140.4052,Australia
Kw'adza,Extinct,0,-5.3753,35.8621,Tanzania
Kwadi,Extinct,0,-15.2523,12.2277,Angola
Kwisi,Extinct,0,-16.7309,13.0572,Angola
Kyakala,Extinct,0,45.3819,128.7597,China
Laghu,Extinct,0,-7.6157,158.7359,Solomon Is.
Langthang Tibetan,Definitely endangered,0,28.21,85.5697,Nepal
Lenca,Extinct,0,13.6459,-87.0996,"El Salvador, Honduras"
Li-Ngbee,Extinct,0,2.4931,28.059,Dem. Rep. Congo
Liliali,Extinct,0,-3.39,127.1008,Indonesia
Lipan,Extinct,0,33.1513,-105.799,United States of America
Lishan Didan (Iran),Extinct,0,37.9615,44.6044,Iran
Lishana Deni (Iraq),Extinct,0,36.9279,42.5115,Iraq
Lishanid Noshan (Iraq),Extinct,0,36.1777,44.165,Iraq
Loke Tibetan,Definitely endangered,0,28.82,83.7721,Nepal
Lorkoti,Extinct,0,-0.4943,37.359,Kenya
Lower Chehalis,Extinct,0,46.3227,-123.9724,United States of America
Mahigi,Extinct,0,-7.6688,143.0227,Papua New Guinea
Máku,Extinct,0,4.0615,-61.831,Brazil
Malin,Extinct,0,24.57,94.56,Myanmar
Mapia,Extinct,0,0.8321,134.3023,Indonesia
Maragus,Extinct,0,-16.0405,167.2778,Vanuatu
Marrgu,Extinct,0,-11.3292,132.0227,Australia
Matagalpa,Extinct,0,12.9517,-85.4381,Nicaragua
Mator,Extinct,0,54.0593,95.4492,Russia
Mattole,Extinct,0,39.1375,-123.6931,United States of America
Miami-Illinois,Extinct,0,36.8866,-94.8775,United States of America
Migueleño,Extinct,0,35.7587,-120.6951,United States of America
Miraña (Brazil),Critically endangered,0,-2.021,-65.6982,Brazil
Mirití Tapuia,Critically endangered,0,0.3076,-69.1699,Brazil
Mlahso (Syria),Extinct,0,37.0542,41.2363,Syria
Mlahso (Turkey),Extinct,0,38.4595,40.6507,Turkey
Mo-peng,Extinct,0,7.4714,-12.2607,Sierra Leone
Mochica,Extinct,0,-7.079,-79.6453,Peru
Moksela,Extinct,0,-3.4654,127.1694,Indonesia
Molala,Extinct,0,44.8636,-122.4645,United States of America
Mozarabic,Extinct,0,37.4574,-3.988,Spain
Mulaha,Extinct,0,-9.7002,147.4351,Papua New Guinea
Múra,Extinct,0,-3.3598,-59.2382,Brazil
Nagumi,Extinct,0,8.6814,13.1835,Cameroon
Naka'ela,Extinct,0,-2.847,128.5208,Indonesia
Napore,Extinct,0,3.8478,33.9147,Uganda
Natchez,Extinct,0,31.5544,-91.3875,United States of America
New River Shasta,Extinct,0,45.2835,-121.7134,United States of America
Ngarla,Extinct,0,-20.5916,119.0917,Australia
Ngong,Extinct,0,9.0044,13.5104,Cameroon
Nila (Nila Island),Extinct,0,-6.7331,129.5288,Indonesia
Nisenan,Extinct,0,38.7654,-121.0064,United States of America
Nooksack,Extinct,0,49.0378,-122.4865,United States of America
Norn,Extinct,0,60.3051,-1.2744,United Kingdom of Great Britain and Northern Ireland
Northeastern Pomo,Extinct,0,39.3774,-122.5454,United States of America
Nukiní,Extinct,0,-7.4931,-73.4765,Brazil
Nupbikha,Vulnerable,0,27.3937,90.5003,Bhutan
Nyang'i,Extinct,0,3.5024,33.3764,Uganda
Obispeño,Extinct,0,35.2692,-120.6707,United States of America
Odut,Extinct,0,5.3077,8.2672,Nigeria
Old Prussian,Extinct,0,54.8987,20.4895,Russia
Old Sirenik,Extinct,0,64.4194,-173.9657,Russia
Omagua (Brazil),Critically endangered,0,-3.5572,-64.5117,Brazil
Ona,Extinct,0,-54.6229,-67.4121,Argentina
Ongkor Solon,Extinct,0,46.7774,83.0456,China
Opon-Carare,Extinct,0,6.206,-73.7402,Colombia
Orang Kanaq,Extinct,0,1.8858,103.9814,Malaysia
Palumata,Extinct,0,-3.1569,126.0516,Indonesia
Panobo,Extinct,0,-6.97,-74.9267,Peru
Papora,Extinct,0,24.2006,120.6037,China
Pentlatch,Extinct,0,49.6971,-125.0033,Canada
Phalok,Extinct,0,18.9582,98.789,Thailand
Pijao,Extinct,0,3.9519,-75.0146,Colombia
Piru,Extinct,0,-3.05,128.1747,Indonesia
Polabian,Extinct,0,53.094,11.3461,Germany
Pumpokol,Extinct,0,58.6397,87.517,Russia
Purisimeño,Extinct,0,34.6608,-120.4711,United States of America
Pyu,Extinct,0,18.9424,94.8751,Myanmar
Quapaw,Extinct,0,36.9494,-94.7877,United States of America
Quileute,Extinct,0,47.9083,-124.6365,United States of America
Qwarenya,Extinct,0,9.9207,38.3828,Ethiopia
Rangkas,Extinct,0,30.0358,80.1342,India
Sanhaja of Srair,Critically endangered,0,34.8318,-4.9658,Morocco
Sei,Extinct,0,7.5857,-12.5354,Sierra Leone
Sened,Extinct,0,35.5858,10.8984,Tunisia
Sengmai,Extinct,0,24.6445,94.0567,India
Serrano,Extinct,0,34.1212,-117.2221,United States of America
Seru,Extinct,0,1.9195,111.2049,Malaysia
Seward Peninsula Inupiaq (Big Diomede Island),Extinct,0,65.7853,-169.0686,Russia
Singa,Extinct,0,-0.1373,33.695,Uganda
Siraiya,Extinct,0,23.0013,120.3634,China
Sishee,Extinct,0,-21.7193,165.6738,New Caledonia
Siuslaw,Extinct,0,43.3773,-124.2371,United States of America
Slovincian,Extinct,0,54.6484,17.2485,Poland
Southeastern Pomo,Extinct,0,39.016,-122.6779,United States of America
Southern Kamchadal,Extinct,0,52.6963,156.7089,Russia
Southern Khanty,Extinct,0,60.4301,69.9829,Russia
Southern Mansi,Extinct,0,58.4362,65.5664,Russia
Soyot,Extinct,0,52.0406,101.0659,Russia
Subtiaba,Extinct,0,12.5266,-86.667,Nicaragua
Taman,Extinct,0,25.1651,95.2514,Myanmar
Tandia,Extinct,0,-2.8552,134.522,Indonesia
Taokas,Extinct,0,24.4471,120.7232,China
Te'un (Te'un Island),Extinct,0,-6.9809,129.1394,Indonesia
Tetete,Extinct,0,-0.0109,-76.5966,Ecuador
Tillamook,Extinct,0,45.3449,-123.5309,United States of America
Togoyo,Extinct,0,8.5049,24.7961,Sudan
Tonjon,Extinct,0,8.4397,-4.3807,Côte d'Ivoire
Torá,Extinct,0,-6.6646,-61.4135,Brazil
Tsetsaut,Extinct,0,55.936,-129.9911,Canada
Tunica,Extinct,0,31.1262,-92.0673,United States of America
Tututni,Extinct,0,42.5756,-124.0688,United States of America
Twana,Extinct,0,47.3344,-123.1607,United States of America
Ubykh (Caucasus),Extinct,0,43.5585,39.8597,Russia
Ubykh (Turkey),Extinct,0,40.0402,28.0096,Turkey
Umutina,Extinct,0,-15.0425,-57.1026,Brazil
Upper Chehalis,Extinct,0,46.4111,-122.9949,United States of America
Upper Umpqua,Extinct,0,43.4476,-123.77,United States of America
Uruava,Extinct,0,-5.9821,155.3137,Papua New Guinea
Urupá,Extinct,0,-10.898,-61.809,Brazil
Ventureño,Extinct,0,34.2809,-119.2979,United States of America
Vilela,Extinct,0,-26.9808,-59.6777,Argentina
Wanai,Critically endangered,0,7.1117,-66.7199,Venezuela
Wangkumara,Critically endangered,0,-27.2064,142.4597,Australia
Wappo,Extinct,0,38.8701,-122.5154,United States of America
Western Mansi,Extinct,0,61.1432,62.4023,Russia
Wiyot,Extinct,0,40.5984,-124.2519,United States of America
Xakriabá,Extinct,0,-14.5306,-44.0438,Brazil
Yaaku,Extinct,0,0.4394,37.1777,Kenya
Yameo,Extinct,0,-4.4449,-73.5644,Peru
Yir Yoront,Extinct,0,-16.3095,141.4489,Australia
Yoba,Extinct,0,-10.0337,149.2272,Papua New Guinea
Yola,Extinct,0,52.2266,-6.4846,Ireland
Yug,Extinct,0,61.0901,88.1982,Russia
Yuki,Extinct,0,37.4336,-118.5908,United States of America
Yurats,Extinct,0,69.2872,81.914,Russia
Yurutí (Brazil),Extinct,0,-0.1318,-69.1699,Brazil
Zeem,Extinct,0,9.8389,9.0911,Nigeria
|'Auni,Extinct,0,-26.0105,20.363,South Africa
|Xam,Extinct,0,-32.2853,20.759,South Africa
ǁKu ǁ'e,Extinct,0,-29.9739,27.0812,South Africa
ǁKx'au,Extinct,0,-32.2896,21.7968,South Africa
ǁXegwi,Extinct,0,-25.35,30.99,South Africa
A'tong,Severely endangered,,25.2844,91.1755,India
Aché,Definitely endangered,,-25.6613,-55.6787,Paraguay
Akie,Critically endangered,,-4.7735,37.3315,Tanzania
Akuriyo,Critically endangered,,2.8442,-55.7556,Suriname
Alemannic,Vulnerable,,47.2792,7.6904,"Germany, Austria, France, Italy, Liechtenstein, Switzerland"
Amami,Definitely endangered,,28.3672,129.4958,Japan
Amok,Critically endangered,,21.361,100.6457,"China, Laos, Myanmar, Thailand"
Angku,Critically endangered,,21.4888,100.8325,Myanmar
Auvergnat,Severely endangered,,45.1278,3.1311,France
Balti,Vulnerable,,35.0659,76.1901,"India, Pakistan"
Baraba Tatar,Severely endangered,,55.2478,77.893,Russia
Baré (Venezuela),Critically endangered,,1.428,-66.9287,Venezuela
Bavarian,Vulnerable,,48.4146,12.6123,"Germany, Austria, Hungary, Italy, Switzerland, Czechia"
Bay Islands Creole,Critically endangered,,16.3297,-86.5299,Honduras
Bellari,Critically endangered,,11.6952,76.4648,India
Berbice Dutch Creole,Critically endangered,,5.3918,-57.777,Guyana
Bhalesi,Definitely endangered,,33.3947,76.1352,India
Brao,Severely endangered,,14.1177,106.7644,"Cambodia, Laos, Vietnam"
Bungee,Critically endangered,,50.0667,-96.9763,Canada
Burgundian,Severely endangered,,47.2344,4.2517,France
Cabiyarí,Critically endangered,,0.1208,-71.1474,Colombia
Cappadocian Greek (Greece),Critically endangered,,40.9798,24.104,Greece
Carabayo,Extinct,,-1.6666,-70.3333,Colombia
Cavineña,Definitely endangered,,-12.3829,-66.7419,Bolivia
Cayuga (Canada),Critically endangered,,43.019,-80.1506,Canada
Central Asian Arabic,Definitely endangered,,36.9608,66.8133,"Uzbekistan, Tajikistan, Afghanistan"
Champenois,Severely endangered,,48.6474,4.3725,"Belgium, France"
Chichimec,Vulnerable,,21.2941,-100.5233,Mexico
Chinook Jargon,Critically endangered,,45.0591,-123.6091,United States of America
